candidate_id,distribution,regime,intended_training_role,split,attempt,kappa_slow,theta_slow,sigma_slow,rho_slow,v0_slow,kappa_fast,theta_fast,sigma_fast,rho_fast,v0_fast,hard_bounds_valid,canonical_valid,slow_feller_margin,fast_feller_margin,correlation_disk_value,correlation_margin,ordering_margin,minimum_hard_bound_distance,accepted_hard_bound_near,accepted_feller_near,accepted_correlation_disk_near,accepted_weak_slow_fast_separation,accepted_any_boundary_near,accepted,primary_rejection_reason,rejection_reasons
10,interior_train,normal,interior_train,train,0,1.2685943718115062,0.03870715515711845,0.1720643462117646,-0.43277479188366624,0.023014274478830088,3.043302042408257,0.07363841988849462,0.23681687595207562,-0.4107720646256486,0.029103947949067926,True,True,0.5367290655008814,0.7775794992440769,0.35602770956676866,0.6439722904332313,0.14851110214198754,0.06106533721637318,False,False,False,False,False,True,,
11,interior_train,normal,interior_train,train,0,0.5158361149872364,0.0830253424495993,0.14845941317599748,-0.6695990336836916,0.07527512738484138,4.62292358724932,0.07250098644975626,0.44113356749166927,0.32047577341240047,0.06810103013493532,True,True,0.590692804485395,0.5500250777572987,0.5510675872544097,0.44893241274559026,0.34368932822276854,0.1441803147497462,False,False,False,False,False,True,,
12,interior_train,normal,interior_train,train,0,0.7275944397499583,0.11581293008361895,0.17861047858645276,-0.49387412962827465,0.07897022155408553,4.9268258341918765,0.053368141104861315,0.20140237486684584,-0.44762141924038207,0.05981758772084408,True,True,0.6816695937857293,0.8567779569282555,0.44427659087885973,0.5557234091211403,0.3514001166897003,0.13137282599789019,False,False,False,False,False,True,,
13,interior_train,normal,interior_train,train,0,0.30096908060434313,0.09486647073553842,0.1777248521244108,0.074319660579586,0.10694408883580393,3.3401197633945547,0.06287925088184676,0.36925293146659866,0.33700075688498116,0.013611119713961624,True,True,0.2877174733910331,0.5098897829202618,0.11909292208971504,0.880907077910285,0.2543222328694738,0.04681903110468397,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy
14,interior_train,normal,interior_train,validation,0,0.9211028734150313,0.04285548687784588,0.19918258383493412,-0.5606270455432303,0.14511220701275981,1.8062468776251246,0.06153491540490472,0.1901628545465029,0.290327535784134,0.07363783285219022,True,True,0.3310921633361189,0.720170133090754,0.39859276222901885,0.6014072377709812,0.07407062796737184,0.12385475220501864,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy
15,interior_train,normal,interior_train,validation,0,1.0251373091609455,0.030021737488773192,0.18173217658393942,-0.10505277976205618,0.07351309178793913,2.371415213537474,0.011117405573161888,0.1758451878798917,0.151869182008249,0.05034238404650041,True,True,0.3016114002372346,0.2606882222409991,0.034100334979589746,0.9658996650204102,0.11265923885996057,0.04604750289475701,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy
16,interior_train,normal,interior_train,validation,0,0.39385250880950484,0.030277524829158013,0.10550342451932872,0.09047358066364314,0.020725665891164053,3.9127423070533145,0.05118296810504987,0.37681232173033985,0.14532759109902002,0.07502113889512463,True,True,0.363594051571399,0.47656206932416256,0.029305577532744702,0.9706944224672553,0.294467765543415,0.05330734200394594,False,False,False,False,False,True,,
17,interior_train,normal,interior_train,test,0,0.45958139911163176,0.03901213308478715,0.08071486165277875,-0.278533020062753,0.050952125890150926,1.5202643398732083,0.06477497180021104,0.2288674112997289,-0.22082748809154165,0.07462046113969442,True,True,0.6925009377291641,0.5798323738491179,0.12634542276209793,0.8736545772379021,0.08876007872481813,0.07609533834450125,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy
18,interior_train,normal,interior_train,test,0,0.8453201740188248,0.028349316794215325,0.09402606246611725,0.10480692271859116,0.04015264872161607,3.523960286235521,0.04534212627923725,0.18971206072988808,0.09766058800064198,0.027977159725229604,True,True,0.6885328877142012,0.7975541066479731,0.020522081498371876,0.9794779185016281,0.224153984285916,0.08947342961418818,False,False,False,False,False,True,,
19,interior_train,normal,interior_train,test,0,0.7063985204627665,0.046137769999335686,0.19266705889367558,-0.5563311563591319,0.09851623615936168,4.800782020593188,0.0461942882172784,0.27671306296304127,0.31459431695443524,0.023388313840210416,True,True,0.27430732559156534,0.7055604315120543,0.4084739397959165,0.5915260602040835,0.34262623432053746,0.08624320096859038,False,False,False,False,False,True,,
20,interior_train,normal,interior_train,train,0,0.884766167513354,0.10361976008152457,0.11655889652909844,-0.2310601967195107,0.0780443975169009,5.706289262250568,0.06321795284170074,0.3495688261127925,-0.47899563894562047,0.08485579699284382,True,True,0.8620324316110779,0.710319972721896,0.2828256366369822,0.7171743633630179,0.40347473596127315,0.1121194939990939,False,False,False,False,False,True,,
21,interior_train,normal,interior_train,train,0,0.9718797988923893,0.09735450114503874,0.23203125425323715,0.13356559213445884,0.049700297820548425,3.650383889594225,0.07844257632981053,0.44207025586510545,-0.3610217620077242,0.021638543356950687,True,True,0.5570164575723217,0.4911554509186398,0.14817648004539047,0.8518235199546096,0.2241426017323712,0.07918767482641406,False,False,False,False,False,True,,
22,interior_train,normal,interior_train,train,0,0.9295305953808508,0.051092146001491784,0.15267459989221405,0.196672713094317,0.07660238782709566,5.369743920996926,0.030673238396685204,0.33618311591799105,-0.24342997840965544,0.0991834957292782,True,True,0.6059015920689795,0.48910301608963247,0.09793831046440485,0.9020616895355952,0.3715659686708013,0.14481433533679394,False,False,False,False,False,True,,
23,interior_train,normal,interior_train,train,0,1.1525674265491783,0.03183134546723107,0.07552907885369856,0.17197651493455338,0.08102967841170389,2.251392613630149,0.048652575856193876,0.296510907588619,-0.3365014087160241,0.08033902278216562,True,True,0.8557251299176105,0.42722248927090395,0.14280911975690336,0.8571908802430966,0.09195189850049965,0.07088349633537543,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy
24,interior_train,normal,interior_train,train,0,0.8212210172180296,0.02669685592656267,0.14493957659169793,0.10688522290049032,0.04474167029330854,4.627447230588537,0.06551126774630242,0.2277733726692943,0.01543624226140826,0.05139062142877023,True,True,0.35217600247289527,0.8423511388604386,0.011662728449640386,0.9883372715503597,0.31851265383853616,0.08855859561862314,False,False,False,False,False,True,,
25,interior_train,normal,interior_train,train,0,0.31015076925234625,0.03566176040557233,0.10748807896678793,-0.25806160201810185,0.06396782951919815,2.3247539990203663,0.0643178992330975,0.35312956890094166,0.3413443504038563,0.07014238110160208,True,True,0.31380673604976705,0.4114390469510034,0.18311175598877982,0.8168882440112202,0.16858604433205188,0.08818670144147331,False,False,False,False,False,True,,
26,interior_train,normal,interior_train,train,0,0.3163451862878303,0.027003722178763075,0.10028630217126906,-0.5642610684436348,0.11446517484899225,5.940368423905315,0.057298003489583346,0.24276896199489026,-0.23119341254434558,0.03228865559157815,True,True,0.25891847583598354,0.8406423668292233,0.37184094736505224,0.6281590526349478,0.4706295596332623,0.08981111093372683,False,False,False,False,False,True,,
27,interior_train,normal,interior_train,train,0,0.937906107522535,0.07844025786605516,0.2946294382775615,-0.32227899612969196,0.05765557518296134,4.153158466026709,0.045916943975140255,0.3375307389411344,-0.17641546755216186,0.033864887027434884,True,True,0.25789184421666417,0.5399934133535687,0.13498616853800988,0.8650138314619902,0.26905877477022383,0.12848744769126969,False,False,False,False,False,True,,
28,interior_train,normal,interior_train,train,0,1.2186050565077808,0.08262003679426058,0.17492907694444762,-0.216658610332182,0.10258208000762914,2.696879766010974,0.036551895975539136,0.13693023983747418,-0.3308034920662085,0.03697839583526262,True,True,0.7361627627607944,0.8263111211770426,0.15637190379427035,0.8436280962057296,0.12370499661114587,0.08824765206520012,False,False,False,False,False,True,,
29,interior_train,normal,interior_train,train,0,1.3100395221535701,0.08182624989561074,0.13865689469306425,0.06467590452288052,0.032373537688092355,3.5928344765312357,0.047745508174134775,0.24952987908235205,-0.03546807620897059,0.05194595457553728,True,True,0.835408071049333,0.6927821425956194,0.0054409570558181025,0.9945590429441818,0.1910288664751185,0.09279165317997408,False,False,False,False,False,True,,
30,interior_train,normal,interior_train,train,0,1.2167945132031843,0.07901729831407682,0.29040870480027714,0.14321668040067528,0.0332306348524368,3.7919130324026407,0.054855064491722685,0.30460623341061566,0.18913445654249575,0.008250195871371898,True,True,0.3902588425445461,0.6352765495624653,0.05628286019661438,0.9437171398033857,0.21549108947275789,0.02520240270714475,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy
31,interior_train,normal,interior_train,train,0,0.6996420457196356,0.08892326869205386,0.2725801788918925,-0.5445224611664149,0.07866375349738303,4.375913427197029,0.04500075996492845,0.3372614973926157,-0.48822706572090285,0.039727317125775576,True,True,0.25224800767818273,0.5518169291187812,0.5348703784171727,0.46512962158282734,0.3076377725085685,0.15212627873296602,False,False,False,False,False,True,,
32,interior_train,normal,interior_train,train,0,0.9951126780118558,0.08647720693733976,0.23536571696247946,0.1001968558045263,0.062105172413436396,4.0543272355514395,0.01739266099484372,0.2287312266058404,-0.03157317275061477,0.09661667656525044,True,True,0.513006390779262,0.4588235795860637,0.011036275150653196,0.9889637248493468,0.2560012182041493,0.07774071209517029,False,False,False,False,False,True,,
33,interior_train,normal,interior_train,train,0,0.4032717862200227,0.031170992832278074,0.10247060257726509,-0.49356922441070794,0.09278343162045936,2.1086710905158954,0.03192733684299476,0.24445594258830505,-0.4606226216691443,0.05845996627999769,True,True,0.410778157900185,0.38522128709934084,0.45578377887874344,0.5442162211212566,0.14271123885321113,0.09796040460026642,False,False,False,False,False,True,,
34,interior_train,normal,interior_train,validation,0,1.102843129005138,0.0756775580181987,0.16980978085608414,0.1811590841768887,0.07129186046148678,4.960369119589792,0.02629982468521301,0.25545419898541893,0.13115330681079473,0.0719354353982204,True,True,0.7053953309292958,0.5998605457325258,0.05001980366721551,0.9499801963327845,0.32280552222465725,0.12272638729905559,False,False,False,False,False,True,,
35,interior_train,normal,interior_train,validation,0,0.6412100022556373,0.026057372969472886,0.12285232848724645,0.07624473111282348,0.1072166121866214,4.51325508945014,0.031780121831681024,0.3347537078569115,0.3232564353692013,0.028605729073374105,True,True,0.3777387620310081,0.4381879928156528,0.11030798203006936,0.8896920179699306,0.3240205093886613,0.08594846109988932,False,False,False,False,False,True,,
36,interior_train,normal,interior_train,validation,0,0.7746739190179924,0.04543842463129366,0.19939415153028062,-0.4995163175142657,0.04874165113445707,5.672426592378324,0.07198642535746201,0.6107130737127082,-0.45693985191464287,0.08582667972740907,True,True,0.27816327890997533,0.37297230547785465,0.4583105797307885,0.5416894202692115,0.40985378019751734,0.14827678350663415,False,False,False,False,False,True,,
37,interior_train,normal,interior_train,test,0,0.541052336224546,0.0666307165195915,0.11214826726679372,-0.7158435748682556,0.0704022543522733,4.462734893277071,0.019430174822408434,0.196375546985853,-0.02032012559657872,0.03047357892065513,True,True,0.7029420092879065,0.6361720957559215,0.5128449311844245,0.48715506881557546,0.3281742725566967,0.08803118597175975,False,False,False,False,False,True,,
38,interior_train,normal,interior_train,test,0,1.3646440902769208,0.042271339818961,0.09095573880090758,-0.25258991753496757,0.07624433657917411,2.7783544178865682,0.03308144653414934,0.3109443959007629,0.2600612178578714,0.0860706311957854,True,True,0.8661807736706443,0.3106392989682642,0.13143350347404098,0.868566496525959,0.11830211946524247,0.08638767718684179,False,False,False,False,False,True,,
39,interior_train,normal,interior_train,test,0,0.31483759312786136,0.04040357555402541,0.0489869947193138,-0.030776105488521267,0.08728400847760807,1.942424944008343,0.07798059286768541,0.4390755191971161,-0.10582297802712733,0.06326189530429495,True,True,0.8276112077089293,0.2222087415800916,0.012145671347570462,0.9878543286524295,0.1361997783163583,0.04420803489378272,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy
40,interior_train,normal,interior_train,train,0,1.2167040967584397,0.04734333229967616,0.11274739522569494,0.08367261438190021,0.09874632774715437,2.467296520072118,0.07878343467421939,0.16895845913540533,0.17110254949285797,0.06007588339445486,True,True,0.8012474849138185,0.8631862055022074,0.03627718884045809,0.963722811159542,0.1046520856329438,0.10828883942280898,False,False,False,False,False,True,,
41,interior_train,normal,interior_train,train,0,0.9883637430594059,0.11277457904075691,0.3153159377358711,-0.1043696434737447,0.026530909110728515,5.469739985614682,0.03791162530449033,0.30840317965287684,-0.5398330036784291,0.09692582841265965,True,True,0.38312687504117043,0.6268970486735682,0.3023126943393114,0.6976873056606886,0.37501056423056706,0.07298613257874073,False,False,False,False,False,True,,
42,interior_train,normal,interior_train,train,0,0.6006874437915595,0.07132350526598036,0.20372207912387658,-0.5941625661395192,0.13582886559056512,1.5137513529500344,0.04405120681717027,0.2664859484583407,-0.17725547522962237,0.029560910802795673,True,True,0.3473853768955192,0.3050710196996679,0.38444865850037785,0.6155513414996221,0.07640702168690167,0.11113270484998254,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy
43,interior_train,normal,interior_train,train,0,0.3730227043856275,0.04636434559185898,0.068587091246081,-0.47091520544575066,0.11093412761271323,5.227084307809546,0.048865065290403256,0.2132602572340876,0.17545529956232975,0.015344417748246224,True,True,0.7605650957712893,0.8364982545145576,0.25254569286452044,0.7474543071354796,0.40619762371748275,0.053808136081638,False,False,False,False,False,True,,
44,interior_train,normal,interior_train,train,0,0.8831403492780434,0.05128259306588767,0.10431688499409825,-0.6319205805600303,0.08872201342314222,3.5332610471695887,0.018874705838526924,0.1760678483422779,0.26687532072906683,0.06087237782002321,True,True,0.7854946742210273,0.6228228920779755,0.470546056949568,0.5294539430504319,0.22176742241770253,0.08522578706326729,False,False,False,False,False,True,,
45,interior_train,normal,interior_train,train,0,1.0341460420462618,0.11183313301485814,0.21463687513049928,-0.24141999387093505,0.12130156559902067,2.808976476955458,0.01736937848822914,0.16311208901651186,-0.23847535592892025,0.096477209982199,True,True,0.6678187187223007,0.571520558104451,0.11515410882606751,0.8848458911739325,0.1485213753062089,0.07762312367792494,False,False,False,False,False,True,,
46,interior_train,normal,interior_train,train,0,0.7261877900223245,0.08174399640604238,0.20971211217022517,0.13653288670193797,0.11464468127120733,3.494412968911016,0.07595899966422243,0.42001649317103606,0.04533678712967602,0.05594235766580747,True,True,0.4593904400240224,0.5011471184386039,0.020696653418405788,0.9793033465815942,0.23165064258482776,0.20574081625148258,False,False,False,False,False,True,,
47,interior_train,normal,interior_train,train,0,0.46112727230950346,0.07865620912465626,0.1884453615106127,-0.5196475826019604,0.021501949704216507,1.625437262287519,0.06273987948411731,0.26774407641170633,-0.168579388815476,0.01209851566956387,True,True,0.34269751562291473,0.47986333790988794,0.29845262043746074,0.7015473795625393,0.09743179832452013,0.04071982124824141,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy
48,interior_train,normal,interior_train,train,0,0.9722545301323875,0.11504496168700165,0.12834611539597182,-0.42070509155193503,0.041725419605061834,4.120540557934433,0.02568206305381881,0.2894368851394104,-0.1753969566694511,0.06439193261044328,True,True,0.8628294213113955,0.4328533247533268,0.20775686646662733,0.7922431335333726,0.2634548977240206,0.11960637905969093,False,False,False,False,False,True,,
49,interior_train,normal,interior_train,train,0,1.2549654374233101,0.11802916653910805,0.3777151602781448,-0.6260661218520851,0.04777727095532345,2.0606332335810946,0.04521427083176017,0.3119970815340854,0.31754633850903474,0.07559392552090693,True,True,0.34990084587824266,0.3137238349483423,0.4927944660314043,0.5072055339685957,0.06741989926006565,0.14500769815363881,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy
50,interior_train,normal,interior_train,train,0,0.38321991723584464,0.08837394040028518,0.14710718813980928,-0.20720547243119658,0.13141565066964167,4.432905147030823,0.04340726483823241,0.4632640789666487,-0.4793076532568705,0.08334547373214884,True,True,0.5157301849361777,0.2839699406645563,0.2726699342760438,0.7273300657239562,0.33888579328828267,0.11295590414774394,False,False,False,False,False,True,,
51,interior_train,normal,interior_train,train,0,1.1310807947289463,0.10671569925448104,0.13006710233186525,-0.40985784255438823,0.08838571413384046,5.664903743617918,0.028732740382669535,0.39703587073411667,-0.21065774766732026,0.04520456084045553,True,True,0.8690222676067975,0.34749173030268754,0.21236013775560605,0.787639862244394,0.37939940994886795,0.1256955802330304,False,False,False,False,False,True,,
52,interior_train,normal,interior_train,train,0,0.40741758190347965,0.03286057198594486,0.09757831044659025,-0.01944635673797774,0.094032598750543,2.3071610209072357,0.031215678406969607,0.27286869480984044,0.05624576507272064,0.05336986447726354,True,True,0.47536150391405935,0.31845756217359455,0.0035417468789963728,0.9964582531210037,0.15897434636014696,0.09304352808702537,False,False,False,False,False,True,,
53,interior_train,normal,interior_train,train,0,0.6140595994946096,0.0566626852455887,0.21077442418977532,-0.24638471124635677,0.038160360314976965,5.313846534380856,0.013652773080674635,0.26222715541516944,-0.1723952943215256,0.023482336289911115,True,True,0.22069735085403616,0.35693537777693546,0.09042556344015604,0.9095744365598439,0.39328760961391185,0.05885238929633654,False,False,False,False,False,True,,
54,interior_train,normal,interior_train,validation,0,1.2466633827094595,0.028033348149664284,0.07995339302794573,-0.5521805820297236,0.0742245597282918,2.530755800510901,0.04841000963233298,0.2847867400954838,-0.29080472020265113,0.08611486590369535,True,True,0.8324120575941173,0.5026329323345361,0.38947078046282657,0.6105292195371734,0.1074554324520035,0.07533004324416656,False,False,False,False,False,True,,
55,interior_train,normal,interior_train,validation,0,0.8237784113377202,0.09958435804116972,0.13319834832241187,-0.490406245026045,0.08703239925673001,3.6085644414533773,0.025569081816462363,0.271538772578555,0.020699808446435985,0.032108449176462404,True,True,0.8048343034756603,0.4290185739150713,0.24092676723026446,0.7590732327697356,0.2330364878757872,0.1190357667498099,False,False,False,False,False,True,,
56,interior_train,normal,interior_train,validation,0,0.420853395456348,0.055975159132657236,0.15888416872028496,-0.23792453948362874,0.05697143984722236,3.189774417158084,0.033118894864953306,0.2898494304703624,-0.3802250775191835,0.013716340782339721,True,True,0.30225041308311634,0.4309939373180687,0.2011791960629659,0.7988208039370341,0.2317088721089319,0.04724330960620855,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy
57,interior_train,normal,interior_train,test,0,1.249833438421323,0.1072774949395906,0.2263362722934045,-0.0592992190492387,0.04154769220793367,2.2525050363548913,0.06071937575087021,0.1545798972476045,-0.02623113590769588,0.027985144921505528,True,True,0.6792089152892546,0.8393273376630254,0.004204469870857605,0.9957955301291423,0.08390557304883417,0.10005344297498626,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy
58,interior_train,normal,interior_train,test,0,0.8193999454949124,0.037255315006628785,0.15602258152072473,-0.4911126617686593,0.10457226359691471,2.0454082877550226,0.05758462525242288,0.35063798205677466,0.3227301474187218,0.07771274232252581,True,True,0.4298855676818578,0.31413219235475076,0.34534639460240746,0.6546536053975925,0.10259484035649459,0.13165434696583178,False,False,False,False,False,True,,
59,interior_train,normal,interior_train,test,0,0.4651631387561732,0.07037239642580055,0.17500422427582374,-0.4128889712552846,0.1332841051899458,1.4079859064750404,0.016365215548063503,0.09341527668454938,0.18075226962343013,0.0208514926723663,True,True,0.3625842404240692,0.6815781683962714,0.20314868555826843,0.7968513144417315,0.07889730273798053,0.05914065330070192,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy
60,interior_train,normal,interior_train,train,0,0.9225088019782641,0.04366164613973145,0.18163634654409017,0.07158697393533675,0.045326176348678915,2.5347284557926217,0.06437867110079905,0.2864757908853122,0.14497709639645723,0.013145696280665847,True,True,0.41889448551160113,0.5981307929730935,0.026143053316766238,0.9738569466832337,0.13491377856187095,0.044942323712362287,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy
61,interior_train,normal,interior_train,train,0,0.8571082900126654,0.08482322483896362,0.16260194434343928,0.013638276920155241,0.05041555335612584,3.7562303591989625,0.07535775615479819,0.21418196013838464,0.1555807969866013,0.08795600699815079,True,True,0.6922874964722665,0.850084298169905,0.024391386988336886,0.9756086130116631,0.24260435725408344,0.13992104357082583,False,False,False,False,False,True,,
62,interior_train,normal,interior_train,train,0,1.273926640653381,0.08602210229535212,0.20296435602499113,0.013190041406374671,0.09668675379368818,5.533618542273348,0.050307100115475296,0.48318554353935983,-0.05004385334557549,0.04000801597725291,True,True,0.6835647192640498,0.40911227793653,0.002678364449975346,0.9973216355500246,0.35645957335731937,0.15325812894053592,False,False,False,False,False,True,,
63,interior_train,normal,interior_train,train,0,0.7010276255463821,0.09692550164014443,0.20400051019782367,0.15852560904911844,0.0647633284820756,3.053770033433834,0.049288808507754814,0.1877769504911855,0.3010087422596127,0.05338802379745251,True,True,0.531114344447214,0.7903011668678502,0.11573663164110791,0.8842633683588921,0.19688220986505875,0.12225882975999029,False,False,False,False,False,True,,
64,interior_train,normal,interior_train,train,0,0.3908703690796228,0.05318399103012182,0.13430562818522443,-0.3750550814543345,0.05676708401960877,5.467691359168482,0.04033289692367329,0.2837555236537666,-0.28399977833349416,0.02478881903532084,True,True,0.3948410350316662,0.6912523515191534,0.22132218821819133,0.7786778117818087,0.4248385765764736,0.09189039933597112,False,False,False,False,False,True,,
65,interior_train,normal,interior_train,train,0,0.6578236442272692,0.06026770117391142,0.1663747317479028,-0.5694834397755978,0.08069498232939724,3.759716204343789,0.018388450663103077,0.13791614742570052,0.3301517212619058,0.07580690688754582,True,True,0.48246909998743187,0.7581451689282797,0.43331154723084603,0.566688452769154,0.2595725991729305,0.08276995284395494,False,False,False,False,False,True,,
66,interior_train,normal,interior_train,train,0,0.903893204183958,0.03890325979421867,0.08655571006878307,0.1110770468705669,0.03303304537654802,4.74230902117873,0.04423335923600532,0.34314192978490854,0.18726987575252577,0.046087517909963814,True,True,0.8074575703141701,0.5616968872669448,0.04740811670585256,0.9525918832941475,0.32120634451839103,0.08196553775757093,False,False,False,False,False,True,,
67,interior_train,normal,interior_train,train,0,1.0990949623207527,0.046162879374633606,0.20702290264770626,-0.04506018013661947,0.03534926410024869,4.081732231052095,0.022849129209301093,0.13008035469610654,-0.1449342987927975,0.026052943044006956,True,True,0.4061177215850708,0.8336595157555362,0.023036370800504503,0.9769636291994955,0.2495930768812839,0.08366578909438564,False,False,False,False,False,True,,
68,interior_train,normal,interior_train,train,0,0.8996275894502115,0.07725231716704441,0.09597134667153116,0.039775341585105685,0.028602573363483187,1.9632962935334568,0.017775306962983732,0.1668899956843225,-0.09123877569565626,0.09742321401609397,True,True,0.8757077434544434,0.4295411553229599,0.009906591988654114,0.9900934080113459,0.08900993339608748,0.07967326748981682,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy
69,interior_train,normal,interior_train,train,0,1.0848090646694504,0.06182708343009893,0.28345873875892763,-0.11070107640909288,0.053043363816656725,2.922645536838547,0.019123493978006154,0.10910776994171595,-0.2507752751097042,0.011208764831588287,True,True,0.250791645685465,0.8075057903680299,0.07514296692447965,0.9248570330755204,0.15379384704343907,0.037132116256404384,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy
70,interior_train,normal,interior_train,train,0,0.4080521582157471,0.0979558310728515,0.22025486983087342,-0.46276226558253636,0.11574987544601151,5.759522953818445,0.03314440264932224,0.41084370991869656,0.17080266587370696,0.015850165650584905,True,True,0.24467805485457475,0.3868604386545263,0.2433224651166471,0.7566775348833529,0.4478218238998074,0.055847442139455264,False,False,False,False,False,True,,
71,interior_train,normal,interior_train,train,0,0.6375123127932831,0.045621312066166715,0.13011694290173695,0.020152476902111006,0.08378117639221326,4.546954598718665,0.05359425093332752,0.20553263842908753,0.06680253784204768,0.04011912252238762,True,True,0.5491156195504913,0.84047704665129,0.0048687013874283295,0.9951312986125717,0.3271499820858061,0.12574567125802708,False,False,False,False,False,True,,
