candidate_id,distribution,regime,intended_training_role,split,attempt,kappa_slow,theta_slow,sigma_slow,rho_slow,v0_slow,kappa_fast,theta_fast,sigma_fast,rho_fast,v0_fast,hard_bounds_valid,canonical_valid,slow_feller_margin,fast_feller_margin,correlation_disk_value,correlation_margin,ordering_margin,minimum_hard_bound_distance,accepted_hard_bound_near,accepted_feller_near,accepted_correlation_disk_near,accepted_weak_slow_fast_separation,accepted_any_boundary_near,accepted,primary_rejection_reason,rejection_reasons,parameter_vector_hash,protocol_eligible,protocol_exclusion_reason
10,wide_valid_train,normal,wide_valid_train,train,0,0.41881042585211092,0.126339368815511,0.1207959028775224,0.070233030169815289,0.074698658396379014,9.3369885008946731,0.096341055768698794,0.96404460750444076,-0.065444140954959165,0.025517382033281522,True,True,0.75764627285686337,0.31874793565122456,0.0092156141121667486,0.99078438588783324,0.74629105230481696,0.094828153360006134,False,False,False,False,False,True,,,200e6cb49d78237f8fa0bf231f3ad7964f73114391d948e1c198209242dcd02f,True,
11,wide_valid_train,normal,wide_valid_train,train,0,2.2726855580906227,0.12020572013795007,0.55923453863300765,0.38617975426600715,0.12249972921375851,8.1827726915939678,0.10333801256060382,1.1052991329511532,-0.24041591059226672,0.076088939642168493,True,True,0.27194752372391068,0.16118017793176131,0.20693461267086244,0.79306538732913756,0.49456796096262307,0.24654726844385672,False,False,False,False,False,True,,,83a3a768e342da5cde11ec8afa181cd2d82fb8fa4d10e5887ca63e4996e7e4a9,True,
12,wide_valid_train,normal,wide_valid_train,train,0,0.18349949941543961,0.044815604241418949,0.10158217952402956,0.28564704621631892,0.23535882995525317,4.7723638147043408,0.063345986705678717,0.15003762648860458,0.41498231147723091,0.14006643949624306,True,True,0.22895808385442765,0.92820870863511085,0.25380455385109335,0.74619544614890665,0.38400538203254403,0.045254067598454094,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,aaf44a732a5a5731a4938306243a979e1abfb3eb86ad2b5e4dce7de6836607a3,False,ordinary_training_margin_policy
13,wide_valid_train,normal,wide_valid_train,train,0,1.8105090565507149,0.069436439923755408,0.13529119785306706,-0.18546832940912794,0.19022692367662505,3.2257237211190262,0.044615012060601623,0.39944044099957143,-0.54867537090394525,0.080780110099521032,True,True,0.86428342849888073,0.28673068120384765,0.33544316385039463,0.66455683614960537,0.11842800540320597,0.13094592749051967,False,False,False,False,False,True,,,9b49aedab06cc67479724393670ee576657884ce799dc47d64921f19bfd45ee1,True,
14,wide_valid_train,normal,wide_valid_train,validation,0,0.55523187005261754,0.052136217731266039,0.14053290922690398,-0.61840171377909725,0.13646568356375341,6.2776311439849213,0.037766171934914203,0.65884811489288619,0.15238363169881206,0.02330091157355146,True,True,0.4912865057753546,0.044132755271990655,0.40564145081464376,0.59435854918535624,0.47886186392738944,0.085890772473997831,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,b7930c36db53b6d11d1201584e7d844fbc71f303906cb854406dced5e46d38c4,False,ordinary_training_margin_policy
15,wide_valid_train,normal,wide_valid_train,validation,0,0.91664061278700582,0.12388445095341039,0.30238236385195977,-0.30250228141829416,0.066403576138806278,4.6199670030190019,0.11697871357630793,0.43417957997514733,0.080972356234868356,0.025142827421009688,True,True,0.42592964327130772,0.70298761018890144,0.098064152737499272,0.90193584726250076,0.30990178997757289,0.093317852504071333,False,False,False,False,False,True,,,4fff36fb39fbf9674c75ceaec177639f2de82f969ef8be97ee8037b8ac253521,True,
16,wide_valid_train,normal,wide_valid_train,validation,0,2.2841577485420452,0.026370461374648095,0.13302026119534502,0.066049151754156862,0.17604318360681118,5.6632980951508367,0.043883061751335495,0.25574013671193585,0.11273031808313345,0.094568871154121326,True,True,0.74386206434646629,0.7674347432720523,0.017070615062568087,0.98292938493743187,0.28277325076224197,0.087226372957747322,False,False,False,False,False,True,,,1ea0f800e32e145e1627d4124c4156fe6a31dfcfdc869138634dd3685a8b1440,True,
17,wide_valid_train,normal,wide_valid_train,test,0,1.0008570798127758,0.16575353327461892,0.41849884466712872,-0.019214950701106438,0.041553887872130733,1.5720285904063855,0.1006803687233941,0.50616227498413602,0.10637396198549735,0.1851468565018913,True,True,0.30901533934593217,0.10536028894665055,0.011684634118937987,0.98831536588106206,0.047796779129172365,0.12369988154675507,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,b95b71bbe50ed60ac7d2f446b853a91c5c2167a28f73e8ac060abae9ba63dfac,False,ordinary_training_margin_policy
18,wide_valid_train,normal,wide_valid_train,test,0,0.58893126489620617,0.11660116702431092,0.28713081810723401,-0.14405969343746061,0.12934191852388491,5.518553066345584,0.069330695085004196,0.24764449851606857,0.27051405730343409,0.0133018368259963,True,True,0.24977239403122728,0.8516032055174767,0.09393105047206074,0.90606894952793926,0.41252065284095218,0.045571922685468953,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,e7134951f3e67320475178497db059c7734f157fe60e1aaa11724c3ad38c1431,False,ordinary_training_margin_policy
19,wide_valid_train,normal,wide_valid_train,test,0,1.8678793004193119,0.13796899780834548,0.11779303850632795,-0.046587332369054053,0.14459811761719604,9.8188892727831139,0.1198054625677345,1.0713704266918478,0.13408074246350873,0.16540161047346541,True,True,0.94757092246626284,0.34419714940156254,0.020148025036830466,0.97985197496316956,0.66535648304299599,0.11335983769480196,False,False,False,False,False,True,,,dabf74f2ad8c0007552db0e1dfa18be74e8afba3f89bbd142121dff695281020,True,
20,wide_valid_train,normal,wide_valid_train,train,0,1.3679950928569937,0.016849808648340264,0.16303251659436946,0.032984145849759575,0.19414968233337052,2.567303613886899,0.15958068369602454,0.53746820487060309,0.099332593537878308,0.059135422530817813,True,True,0.26859069836332022,0.4786908109844617,0.010954918016399555,0.98904508198360042,0.10036054569287911,0.048366565911592913,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,b2795fc600919ab0e5fc901fed1bd682e0f31cabea01ab536fa5410785d332d8,False,ordinary_training_margin_policy
21,wide_valid_train,normal,wide_valid_train,train,0,0.36071005208882234,0.16508325596458337,0.23472255805256267,-0.66650566902727348,0.21633391878367245,2.5084955922737864,0.078876059047718591,0.5930942648371057,-0.21961688184286279,0.092421283646066263,True,True,0.36741515703643579,0.058810415642040807,0.49246138163587538,0.50753861836412462,0.17973100754685895,0.10532544138604147,False,False,False,False,False,True,,,ad1f14881e8f4bca0158e52fc08c863e2676bf415acd14ba2fc0976a112985b3,True,
22,wide_valid_train,normal,wide_valid_train,train,0,0.97765343674871463,0.11268071244743352,0.1172178198501027,-0.11614532188196117,0.10069824394513251,9.2426618513913965,0.13943445623714076,0.61022698777011597,-0.22343842487127863,0.14338486958033497,True,True,0.8825967618882109,0.74752973887260254,0.063414465504022396,0.93658553449597759,0.69163250331737935,0.11278172849256553,False,False,False,False,False,True,,,cf7fa41c5e50d14759ab653549fdec587a912e78a350547cfc550236ac2ae528,True,
23,wide_valid_train,normal,wide_valid_train,train,0,1.0614159290613623,0.098759269337124367,0.36435430711536043,-0.068284706089555711,0.17057117063074745,4.9673471734496495,0.10218143122981298,0.61242811942761544,0.096484483886122172,0.10339189945540883,True,True,0.22457506448670042,0.46041484463398358,0.013972056716508377,0.98602794328349164,0.32685617107851778,0.34285285730893633,False,False,False,False,False,True,,,921837be4648d46660a439cf153e70de2349e6cb47f6a3816cc2702c2de65f98,True,
24,wide_valid_train,normal,wide_valid_train,train,0,1.3405561770889678,0.063868945266513918,0.1517503093182104,-0.036015833460872747,0.14980709721891342,3.4805977761875644,0.14109822737350594,0.44686516347076627,0.093795782555996243,0.1350374633794946,True,True,0.76292380225927769,0.6620892891616379,0.010094789085173049,0.98990521091482697,0.17908297900406667,0.14748774805850293,False,False,False,False,False,True,,,d237bfb183fba94f9253d75f79089df2f9bfbe82cbd3231f953a40a9199ae599,True,
25,wide_valid_train,normal,wide_valid_train,train,0,1.2882595401765147,0.14742655006792557,0.24697500791404561,-0.68855318678826194,0.087919450094526869,6.1590016905859386,0.051041486055380177,0.6677271639361867,0.2535407975722655,0.1904633260551063,True,True,0.72327327504383487,0.17017638617002662,0.53838842706985168,0.46161157293014832,0.40759348538990992,0.13760358590091476,False,False,False,False,False,True,,,76cda858cda27a41d84cec19578096977f076e7f08e61008f05be036d88fd513,True,
26,wide_valid_train,normal,wide_valid_train,train,0,0.70568110203286005,0.16715563322931171,0.082290455044641178,-0.010309296262639203,0.090649370458367559,5.200608678781439,0.14630172385427828,0.29118339877742538,-0.79061593172721745,0.084809108260078925,True,True,0.94419423340932895,0.89444435593117344,0.62517983309032699,0.37482016690967301,0.37614456709193134,0.077678849291096655,False,False,False,False,False,True,,,6e691ccbec6c9f75407c8c00fed485cc666900aec045776c96faab653e2d4c81,True,
27,wide_valid_train,normal,wide_valid_train,train,0,2.0484366741544435,0.1592395227780474,0.2206047808905634,0.44900375246317864,0.11268324303586739,4.4507771264974956,0.057971237538562211,0.34644015944832274,-0.29112968198758327,0.16090178851856068,True,True,0.86116132692362868,0.62260872747963403,0.28636086146020678,0.71363913853979322,0.20103267383623868,0.21668822200056623,False,False,False,False,False,True,,,4870289e77aaccbbd630abf52c77ee6584855a9dfe934cb9953f06c27585ce2d,True,
28,wide_valid_train,normal,wide_valid_train,train,0,1.8954297491366723,0.12430407656214675,0.24712168760624278,0.10712300331930419,0.16024354671648289,4.7516670016205715,0.10398801571013391,0.75213240647872603,0.17090067420253552,0.01661262613069598,True,True,0.7705412086991188,0.27190932449700317,0.040682378283028849,0.9593176217169711,0.23901566966392465,0.058921879559257984,False,False,False,False,False,True,,,c17315d11ae1e524815d2f30fb1ac7bf4f06ad305bde0ba2e7c14acd01dcf036,True,
29,wide_valid_train,normal,wide_valid_train,train,0,2.0995702188915408,0.19791183106441806,0.37358799137526033,0.089695122899489596,0.10972402046722247,3.7716170638235518,0.081982499317257859,0.72901782763343892,0.10626763400451221,0.15687440144217016,True,True,0.71241701139092783,0.075613264099394714,0.019338025108871504,0.9806619748911285,0.13992023806962436,0.21260477116564055,False,False,False,False,False,True,,,153e5b95318f7888f0b05a8b0b9c0b98cb610132940761382bcbee59fd4c7f3c,True,
30,wide_valid_train,normal,wide_valid_train,train,0,0.55080791979640153,0.10047533715260236,0.14422294488745932,-0.17950890754555376,0.10608874208679353,1.7703765227135242,0.12101334589173772,0.26450504449788148,-0.0612935566181535,0.12261330142365728,True,True,0.68361133538264496,0.71927318322808909,0.035980347971100959,0.96401965202889905,0.10205595003490567,0.1399225576758385,False,False,False,False,False,True,,,d6af517d02c39fffb62bd021c078f9869de3c20fd7d599e7d5530d2fe997dab9,True,
31,wide_valid_train,normal,wide_valid_train,train,0,1.4516327443626333,0.023919147471209115,0.085342316671142268,0.28505336790036767,0.029752439654716918,3.4245955108408062,0.094716729321613555,0.25762461509522139,-0.74066440061371464,0.19537744508477145,True,True,0.81014985327329203,0.81437526106370883,0.62983917688781554,0.37016082311218446,0.16510148673457514,0.077221010086567815,False,False,False,False,False,True,,,a3ed2a0e0c7fc3cfafd88135216300ed93d6ea2686eaa72692af475c41c48e11,True,
32,wide_valid_train,normal,wide_valid_train,train,0,1.4669862085613095,0.14236449364818748,0.44564567351342227,-0.70947091702408771,0.17182313181123537,8.4394984842259326,0.0063243163820754841,0.068887725384891393,-0.51280504882484068,0.1411179051094856,True,True,0.35550173499622917,0.9148737293063911,0.76631800020324725,0.23368199979675275,0.58347383059955016,0.021839981727653959,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,58d689ef786de2c3227f9d052441e324bfe3fa03b04e48212e1a466416940744,False,ordinary_training_margin_policy
33,wide_valid_train,normal,wide_valid_train,train,0,0.32452250770563579,0.091156612133873868,0.11476613565593188,-0.88820973795118352,0.12694198671045639,4.0960643874554226,0.13867532927822945,0.32334998144763905,0.018396334937162181,0.071938944279811429,True,True,0.63583101195705305,0.83144430857476526,0.78925496373043036,0.21074503626956964,0.31561019914224159,0.032521190552008652,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,dc62020774c74de8d84e4f492387e26861b737434ce71f936c5209b709172160,False,ordinary_training_margin_policy
34,wide_valid_train,normal,wide_valid_train,validation,0,0.57786115847205188,0.064961202221334252,0.17903258868870414,-0.77914375056662055,0.10381835730052247,2.982974403661578,0.070768324175223773,0.1004644922190992,-0.43587057532185314,0.19001747442378988,True,True,0.40161049289657108,0.9533043242454422,0.79704814247842348,0.20295185752157652,0.2012647067104206,0.063855847638193436,False,False,False,False,False,True,,,a83579805f358c59192cda308233772bd179290902b016d0fe7f443115d5ec02,True,
35,wide_valid_train,normal,wide_valid_train,validation,0,1.5754549991909319,0.17737649736056071,0.45145744159444945,0.0945549365440361,0.027146290627753769,4.1293877424517351,0.014158447134021795,0.11580786526443972,-0.21155818374401389,0.050596140894927415,True,True,0.46555440272703913,0.79421262088805367,0.05369750113391264,0.9463024988660873,0.21371822119337266,0.061406298656675726,False,False,False,False,False,True,,,5bf5ef4bae19037c6c0841dbcda1872bb253e54b32923769ee47a48750f3fc4f,True,
36,wide_valid_train,normal,wide_valid_train,validation,0,0.79066893717980946,0.15954204249277759,0.41161238984985432,-0.283104564586525,0.028459199329926826,6.2424750511328329,0.09134277174028077,0.18178097055498521,-0.55185174895405775,0.051593700930195392,True,True,0.19649570639066638,0.94368025727270377,0.38468854731337832,0.61531145268662168,0.45621808484962539,0.079522709592972293,False,False,False,False,False,True,,,b167a7cfb7cbd074496098186c324c16facef21bbf071b3fbe97fb2677008f43,True,
37,wide_valid_train,normal,wide_valid_train,test,0,0.81441974425911157,0.077513792052122679,0.095144545226713215,0.072660846337137514,0.05783972514291915,7.6748446233031302,0.056201211065120181,0.2849879609632483,0.037134938522059666,0.044128715649681564,True,True,0.86619638127222176,0.8279074864490571,0.0066586022494662615,0.99334139775053376,0.57409413213757488,0.09059753289116905,False,False,False,False,False,True,,,229702d374c04f6c248fba148f96704b8e711713094b34b60127cc22c55f1a60,True,
38,wide_valid_train,normal,wide_valid_train,test,0,2.0083354329377223,0.17874389709124838,0.54467895544440581,-0.022287174291058937,0.036685270915738713,9.5631983802010225,0.073708339941177883,0.20662321756936794,-0.53780259651186946,0.0066283438455966119,True,True,0.41520554624954492,0.94121295497694391,0.2897283509527887,0.7102716490472113,0.632206104373498,0.018662676796760532,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,a4446e494048339573148cc655156f6b52d0f413f020f6cd48e6512552d1f574,False,ordinary_training_margin_policy
39,wide_valid_train,normal,wide_valid_train,test,0,0.28632092600217451,0.16035771644318425,0.11684392753118002,0.17383683353286916,0.082185256138361321,6.795128624245713,0.074313952929933272,0.29579508289221823,0.64154556401034579,0.045804020194225296,True,True,0.74113580169230364,0.84054764960481287,0.44179995539408717,0.55820004460591277,0.54467010027142582,0.0801087884753134,False,False,False,False,False,True,,,6fa95e2cd9b73334f5118a9ed103eb1f614f0c25243b2ba45bc8807c0a9fe462,True,
40,wide_valid_train,normal,wide_valid_train,train,0,2.3250861809718422,0.083322899416791024,0.52196553264922052,-0.10537143918851882,0.16531071992883262,4.5199880600722357,0.091066767135781254,0.5107566584410318,0.12940426300468272,0.11874813310842518,True,True,0.1742921818490048,0.51873618302577484,0.027848603480444815,0.97215139651955518,0.18367379741425888,0.22878434543327383,False,False,False,False,False,True,,,f71df2e73bd85331d3fa9b49d45fdfabc3668b05d822d2ba68f278a4c1643576,True,
41,wide_valid_train,normal,wide_valid_train,train,0,0.61031652500228262,0.14487410791332356,0.2252507678858415,-0.2425549319281888,0.03751781991878228,6.0882640298397028,0.15513483298062081,0.67588193380397377,0.32083330115292208,0.12382960493538119,True,True,0.55410147681977917,0.61052733664538628,0.16176690213136991,0.83823309786863009,0.45840564894036989,0.11022989802977046,False,False,False,False,False,True,,,f211c75ac5fd86838046f3fdbaa2b8ffd6952f9d0faccd78a22ec6827d1d7f5a,True,
42,wide_valid_train,normal,wide_valid_train,train,0,0.25891127422888949,0.079244544267730907,0.11637007968939009,-0.39478751639293203,0.10862693435886982,5.8609405470834046,0.15084531950430044,0.6840180727054932,-0.059489897352449868,0.151302193060287,True,True,0.50374359586899686,0.58151544069264471,0.15939623098670458,0.84060376901329548,0.46878906048991759,0.070817381094538806,False,False,False,False,False,True,,,f6665e0ddeeae3c2340260a1c655c49c19f7ecc2536f5d14e0f87d61d7d40f80,True,
43,wide_valid_train,normal,wide_valid_train,train,0,1.5433822793404,0.12770118662420865,0.52432799492883164,0.12518781984068802,0.16453493887943738,7.9705843545616162,0.15639040462072948,1.4957652384758073,-0.58034777705669294,0.040109110321548049,True,True,0.17824399162263463,0.054061890510533568,0.35247553257110953,0.64752446742889047,0.53784117784277963,0.0028326164041422505,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,46a8b2cd4ec5a9b908d5e9c0a4c661ca3b941bb3eb65f47570535aaa73edcbf1,False,ordinary_training_margin_policy
44,wide_valid_train,normal,wide_valid_train,train,0,2.1249320846500321,0.17625161246937329,0.17415407773117783,0.17545495157661309,0.12073621823756564,6.046209025021545,0.072363339367388577,0.32507148136438241,0.2661071916578765,0.096872598747203817,True,True,0.92216932635950744,0.78450209614364841,0.10159747748479346,0.89840252251520658,0.32814032973820195,0.17000409822228926,False,False,False,False,False,True,,,f6e7bb891c6e4bdc0993010682154b1f5bd21f5e6379169380979da62b85ebf9,True,
45,wide_valid_train,normal,wide_valid_train,train,0,1.8734688415930161,0.11152770986454569,0.19119077237720805,0.54256391702422224,0.016778089563212608,8.5951730584082302,0.013651291271177028,0.32489684908859645,0.15283916925826463,0.17297116656248571,True,True,0.83912592351881177,0.37948761846415352,0.3177354157162236,0.68226458428377645,0.5624857085201016,0.039925727332924092,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,736e26a5f3aada69e598a3a11849dd6f00b5659487e47e9f2fcf11ba9e768178,False,ordinary_training_margin_policy
46,wide_valid_train,normal,wide_valid_train,train,0,2.1175982649934606,0.16276295414420947,0.2885049802760436,-0.15109302871576133,0.23984333271864419,5.0675192632761537,0.066756774581860481,0.17996232899436035,0.57865588403575974,0.098505868941796915,True,True,0.78452356375183507,0.90863791389122839,0.35767173545570852,0.64232826454429148,0.24685531366382371,0.11703165819020758,False,False,False,False,False,True,,,eb06ed1e2977802498698348da605bd96c68e879d2f0a30a94209e8bf5da6fab,True,
47,wide_valid_train,normal,wide_valid_train,train,0,1.8191620310031786,0.1466839186041978,0.33471258492520745,-0.86203274396188778,0.040914840206396984,9.1901622718779201,0.020391770414893883,0.25221161361125133,-0.19774733261936431,0.028725474296130392,True,True,0.65299763568893088,0.709817161368831,0.78220445922053505,0.21779554077946495,0.61682010383889052,0.046298555809532724,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,f8fc37e60aa4c75a481cd41fe01d9f5f41ccac21efd5d6e964536bed6b3d8fb6,False,ordinary_training_margin_policy
48,wide_valid_train,normal,wide_valid_train,train,0,1.1164697269658215,0.14581609144137592,0.47018666160165951,0.11585356578321145,0.01031566907421478,7.5408212610857168,0.12990352875523023,0.52525973333132059,0.10291824101990731,0.13311153388392835,True,True,0.1911980573126732,0.75311782637875435,0.024014213039316633,0.97598578696068339,0.53760263883848503,0.018019217200728067,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,cc0275877a9825655023fbd9396f1f70e9edce90fdb6476318ccf9fe75da03e7,False,ordinary_training_margin_policy
49,wide_valid_train,normal,wide_valid_train,train,0,1.5896508691776496,0.098395350943854265,0.4083973174895989,0.097548664448408637,0.21309828125620503,9.4688075368128359,0.087565025350321998,0.78604159073728364,0.246667186198993,0.0070775175487382738,True,True,0.30449333143204194,0.45709580537294636,0.070360442682996904,0.9296395573170031,0.65934365419541308,0.020473861083622071,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,edc4662304e1227af85df02efe002acfa1bc7ad02a051a228369b0fb3aff813c,False,ordinary_training_margin_policy
50,wide_valid_train,normal,wide_valid_train,train,0,0.38743111727087709,0.075453494867870452,0.11855243320249988,-0.20137294599612759,0.20365505701516684,8.9697455534869608,0.10661097880378154,0.22435921776832529,-0.10644752852609304,0.10729709721152733,True,True,0.61239560362832524,0.94871111626527971,0.051882139708472712,0.94811786029152734,0.7181853084699652,0.11412304844472348,False,False,False,False,False,True,,,93a34a551d95e0c6308f134562b43ba67be3eb902df283688e45fc5fd92f5e8d,True,
51,wide_valid_train,normal,wide_valid_train,train,0,1.1248932530779241,0.18351609061300969,0.28910936885683403,0.14133213720883675,0.20475630144365714,1.4999509285233177,0.04003088949359488,0.28693794056488897,-0.048137040296184846,0.1139447200807772,True,True,0.66327656501100574,0.18651794439205233,0.02229194765649398,0.977708052343506,0.031385579535179384,0.11764293517002669,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,16ecfb4f344d2845f0624c34b91dc6b04be66aa9f06058eb67e7e357583c6fcb,False,ordinary_training_margin_policy
52,wide_valid_train,normal,wide_valid_train,train,0,1.4381837878453929,0.19651933430496868,0.52198314566631876,-0.16561092232316535,0.048731259829906157,5.5995455176041933,0.1239654269524668,1.0220418714188417,-0.49874150167450915,0.088483707589244176,True,True,0.34951123874176454,0.14128603613154717,0.27617006308527392,0.72382993691472608,0.34823110709278665,0.14824155874544462,False,False,False,False,False,True,,,c1b9db4c020c46dc8ea3e2e85b63828d9adb22c321118558ad14cf018cb12cc8,True,
53,wide_valid_train,normal,wide_valid_train,train,0,1.7357800249839666,0.028090190738647908,0.13527584814669522,0.51359181837782086,0.16956116761120688,6.946885480570602,0.054721119132855822,0.54372091946362611,-0.011425564026880261,0.046812211989378155,True,True,0.68399009602699845,0.44004507809709908,0.26390709941796892,0.73609290058203114,0.43607577034197786,0.094245676484277174,False,False,False,False,False,True,,,b260d20fd5d3da47440deb910414fa7a1e96a334caaedab7cbbb3751e23480d0,True,
