case,days,ATM_IV,smirk_IV_slope_KF_09_to_11
FAST_SHOCK_representative_0,25.865672276442183,0.19594209139094054,-0.31737212792724956
FAST_SHOCK_representative_0,29.908407985508134,0.1954644898645332,-0.30558323609151294
FAST_SHOCK_representative_0,34.58301252205633,0.19498523454562763,-0.29262744359449544
FAST_SHOCK_representative_0,39.98824530146206,0.19451990159476526,-0.2785123230209352
FAST_SHOCK_representative_0,46.238301572775235,0.1940881830421546,-0.2632844057753861
FAST_SHOCK_representative_0,53.465224998425725,0.1937138322913329,-0.247036666956785
FAST_SHOCK_representative_0,61.82169731371289,0.1934241348644674,-0.22991436329401413
FAST_SHOCK_representative_0,71.48426400264603,0.19324879397571124,-0.21211755315853634
FAST_SHOCK_representative_0,82.65706413833011,0.19321821905057626,-0.1938982718812511
FAST_SHOCK_representative_0,95.576143187473,0.19336136390562872,-0.17555046207825858
FAST_SHOCK_representative_0,110.51443989475435,0.19370343867818207,-0.15739181275155528
FAST_SHOCK_representative_0,127.78755260394381,0.19426393699620015,-0.13973886351220682
FAST_SHOCK_representative_0,147.76040683965695,0.1950553944722584,-0.12287956808797393
FAST_SHOCK_representative_0,170.85496501438675,0.19608309554825779,-0.1070495202488711
FAST_SHOCK_representative_0,197.55914114221787,0.19734563475687772,-0.09241757435550724
FAST_SHOCK_representative_0,228.43710889855788,0.19883595431253367,-0.07908333255449165
FAST_SHOCK_representative_0,264.14122080215964,0.20054236306592876,-0.06708466600971713
FAST_SHOCK_representative_0,305.42579033355867,0.2024491464622875,-0.0564106312799488
FAST_SHOCK_representative_0,353.16302816192723,0.2045366356047989,-0.047015084266222584
FAST_SHOCK_representative_0,408.3614691617554,0.20678087442994608,-0.038828181903707154
FAST_SHOCK_representative_0,472.18727952317596,0.2091531884676833,-0.03176505898725951
FAST_SHOCK_representative_0,545.9888941069051,0.21161998627610779,-0.025732141307635015
FAST_SHOCK_representative_0,631.325504552161,0.214143060193862,-0.020631779397562444
FAST_SHOCK_representative_0,730.0,0.21668055344560566,-0.016365686871565727
FAST_SHOCK_representative_1,6.999999999999991,0.24018269282122104,-0.31741322031660063
FAST_SHOCK_representative_1,8.094081362394542,0.23940288337384452,-0.3154438876668598
FAST_SHOCK_representative_1,9.359164728723284,0.23852059870607573,-0.31314784630283155
FAST_SHOCK_representative_1,10.821977256905717,0.2375258080196059,-0.31047024649338323
FAST_SHOCK_representative_1,12.513423488482637,0.23640864681886004,-0.30734765712797374
FAST_SHOCK_representative_1,14.469238262553997,0.23515988713557245,-0.30370729890846826
FAST_SHOCK_representative_1,16.730741678426387,0.23377156480594743,-0.29946657881963
FAST_SHOCK_representative_1,19.345712056912767,0.23223778758961214,-0.2945331758089939
FAST_SHOCK_representative_1,22.369395343158498,0.2305557403548981,-0.2888060272841093
FAST_SHOCK_representative_1,25.865672276442183,0.22872688793734128,-0.28217767543796496
FAST_SHOCK_representative_1,29.908407985508134,0.22675834905405645,-0.2745385298163068
FAST_SHOCK_representative_1,34.58301252205633,0.22466437186896257,-0.2657836457395085
FAST_SHOCK_representative_1,39.98824530146206,0.22246778009549734,-0.25582253767891305
FAST_SHOCK_representative_1,46.238301572775235,0.22020117751683702,-0.24459224382830144
FAST_SHOCK_representative_1,53.465224998425725,0.21790760593962946,-0.2320732194578648
FAST_SHOCK_representative_1,61.82169731371289,0.2156402703812081,-0.21830657959855546
FAST_SHOCK_representative_1,71.48426400264603,0.21346092516467724,-0.2034097772214312
FAST_SHOCK_representative_1,82.65706413833011,0.21143663197231236,-0.18758629661105364
FAST_SHOCK_representative_1,95.576143187473,0.20963492828750216,-0.1711240796256415
FAST_SHOCK_representative_1,110.51443989475435,0.20811797128049533,-0.15437831391089105
FAST_SHOCK_representative_1,127.78755260394381,0.206936768783703,-0.13773794706353912
FAST_SHOCK_representative_1,147.76040683965695,0.20612685432306704,-0.12158155711854593
FAST_SHOCK_representative_1,170.85496501438675,0.20570645030981083,-0.1062341401001439
FAST_SHOCK_representative_1,197.55914114221787,0.20567734510578642,-0.09193754879594881
FAST_SHOCK_representative_1,228.43710889855788,0.2060277781255292,-0.0788416919237353
FAST_SHOCK_representative_1,264.14122080215964,0.2067360635852753,-0.06701441334033859
FAST_SHOCK_representative_1,305.42579033355867,0.2077737356869761,-0.056461326835083314
FAST_SHOCK_representative_1,353.16302816192723,0.20910754246257818,-0.047146301713287125
FAST_SHOCK_representative_1,408.3614691617554,0.2107002845864581,-0.03900727444502983
FAST_SHOCK_representative_1,472.18727952317596,0.21251094824225314,-0.031966587380096306
FAST_SHOCK_representative_1,545.9888941069051,0.21449470220582503,-0.025937428567604365
FAST_SHOCK_representative_1,631.325504552161,0.2166032186760065,-0.020828121308758274
FAST_SHOCK_representative_1,730.0,0.2187855927764149,-0.01654528826382326
FIXED_TOTAL_TWIST_representative_0,6.999999999999991,0.19941191975705025,-0.31297043299384125
FIXED_TOTAL_TWIST_representative_0,8.094081362394542,0.19933408425411778,-0.3096503733188932
FIXED_TOTAL_TWIST_representative_0,9.359164728723284,0.1992485162320304,-0.3058584141673665
FIXED_TOTAL_TWIST_representative_0,10.821977256905717,0.19915533981014524,-0.30153686702084026
FIXED_TOTAL_TWIST_representative_0,12.513423488482637,0.1990550661956849,-0.29662436546907756
FIXED_TOTAL_TWIST_representative_0,14.469238262553997,0.19894873830571275,-0.2910569292948159
FIXED_TOTAL_TWIST_representative_0,16.730741678426387,0.19883810786193268,-0.2847696073482739
FIXED_TOTAL_TWIST_representative_0,19.345712056912767,0.19872584550335667,-0.27769883498765413
FIXED_TOTAL_TWIST_representative_0,22.369395343158498,0.19861578027916427,-0.2697856332517208
FIXED_TOTAL_TWIST_representative_0,25.865672276442183,0.19851315820615795,-0.2609797423171496
FIXED_TOTAL_TWIST_representative_0,29.908407985508134,0.19842489992643114,-0.2512447100269162
FIXED_TOTAL_TWIST_representative_0,34.58301252205633,0.19835982500857707,-0.24056383533049078
FIXED_TOTAL_TWIST_representative_0,39.98824530146206,0.19832879652100785,-0.22894668594533651
FIXED_TOTAL_TWIST_representative_0,46.238301572775235,0.1983447276544387,-0.21643566480555917
FIXED_TOTAL_TWIST_representative_0,53.465224998425725,0.19842238823827368,-0.20311180119133326
FIXED_TOTAL_TWIST_representative_0,61.82169731371289,0.19857796023716762,-0.18909863069597369
FIXED_TOTAL_TWIST_representative_0,71.48426400264603,0.19882832362838593,-0.1745627964017825
FIXED_TOTAL_TWIST_representative_0,82.65706413833011,0.19919010795185293,-0.15971001033567037
FIXED_TOTAL_TWIST_representative_0,95.576143187473,0.19967861159696026,-0.14477545904422032
FIXED_TOTAL_TWIST_representative_0,110.51443989475435,0.2003067510244958,-0.13000876367230768
FIXED_TOTAL_TWIST_representative_0,127.78755260394381,0.20108422813357324,-0.11565512875993944
FIXED_TOTAL_TWIST_representative_0,147.76040683965695,0.20201707026043597,-0.10193586254419115
FIXED_TOTAL_TWIST_representative_0,170.85496501438675,0.2031075966899917,-0.08903222578837092
FIXED_TOTAL_TWIST_representative_0,197.55914114221787,0.20435472459629878,-0.07707589124942626
FIXED_TOTAL_TWIST_representative_0,228.43710889855788,0.20575440482517385,-0.0661472413070982
FIXED_TOTAL_TWIST_representative_0,264.14122080215964,0.20729993770886646,-0.05628027867332991
FIXED_TOTAL_TWIST_representative_0,305.42579033355867,0.2089819888825446,-0.04747133725424027
FIXED_TOTAL_TWIST_representative_0,353.16302816192723,0.2107882730754579,-0.039688673241870115
FIXED_TOTAL_TWIST_representative_0,408.3614691617554,0.2127030273471522,-0.032881011503806123
FIXED_TOTAL_TWIST_representative_0,472.18727952317596,0.21470648974652903,-0.026984335381165514
FIXED_TOTAL_TWIST_representative_0,545.9888941069051,0.21677461632762995,-0.02192699501782594
FIXED_TOTAL_TWIST_representative_0,631.325504552161,0.21887923130770703,-0.017633475015720185
FIXED_TOTAL_TWIST_representative_0,730.0,0.2209887409988031,-0.014027140999161025
FIXED_TOTAL_TWIST_representative_1,6.999999999999991,0.20623889569578213,-0.028802385896119498
FIXED_TOTAL_TWIST_representative_1,8.094081362394542,0.20711891339183358,-0.02972773401437992
FIXED_TOTAL_TWIST_representative_1,9.359164728723284,0.20810757804094548,-0.03072855428359708
FIXED_TOTAL_TWIST_representative_1,10.821977256905717,0.20921365543738674,-0.03179863439115499
FIXED_TOTAL_TWIST_representative_1,12.513423488482637,0.21044521067666352,-0.03292720386228715
FIXED_TOTAL_TWIST_representative_1,14.469238262553997,0.2118090963498255,-0.03409801801989146
FIXED_TOTAL_TWIST_representative_1,16.730741678426387,0.21331033566766477,-0.03528853002046778
FIXED_TOTAL_TWIST_representative_1,19.345712056912767,0.21495140848648078,-0.03646926931611574
FIXED_TOTAL_TWIST_representative_1,22.369395343158498,0.21673146272311827,-0.037603566537994654
FIXED_TOTAL_TWIST_representative_1,25.865672276442183,0.21864549289094304,-0.03864777435330244
FIXED_TOTAL_TWIST_representative_1,29.908407985508134,0.2206835509445185,-0.03955212641729822
FIXED_TOTAL_TWIST_representative_1,34.58301252205633,0.2228300804501048,-0.04026234833463649
FIXED_TOTAL_TWIST_representative_1,39.98824530146206,0.2250634895479431,-0.040722084510469714
FIXED_TOTAL_TWIST_representative_1,46.238301572775235,0.227356095069333,-0.040876133959811545
FIXED_TOTAL_TWIST_representative_1,53.465224998425725,0.2296745708315555,-0.040674398907028925
FIXED_TOTAL_TWIST_representative_1,61.82169731371289,0.23198100718517317,-0.04007634392823825
FIXED_TOTAL_TWIST_representative_1,71.48426400264603,0.23423462669610773,-0.039055640087720805
FIXED_TOTAL_TWIST_representative_1,82.65706413833011,0.23639409808661557,-0.03760452763732769
FIXED_TOTAL_TWIST_representative_1,95.576143187473,0.23842025476709242,-0.035737281013607375
FIXED_TOTAL_TWIST_representative_1,110.51443989475435,0.24027888140118428,-0.03349203569254208
FIXED_TOTAL_TWIST_representative_1,127.78755260394381,0.2419431282137041,-0.030930215884662632
FIXED_TOTAL_TWIST_representative_1,147.76040683965695,0.24339510534661002,-0.028133001285495507
FIXED_TOTAL_TWIST_representative_1,170.85496501438675,0.2446263414362789,-0.025194787348690323
FIXED_TOTAL_TWIST_representative_1,197.55914114221787,0.24563705538891184,-0.022214392997672028
FIXED_TOTAL_TWIST_representative_1,228.43710889855788,0.24643450944818288,-0.019285591710795774
FIXED_TOTAL_TWIST_representative_1,264.14122080215964,0.24703095276326473,-0.016488952480614716
FIXED_TOTAL_TWIST_representative_1,305.42579033355867,0.24744171093774728,-0.013886635159962024
FIXED_TOTAL_TWIST_representative_1,353.16302816192723,0.24768380849073693,-0.011520759310959111
FIXED_TOTAL_TWIST_representative_1,408.3614691617554,0.2477752282486989,-0.009414782413728617
FIXED_TOTAL_TWIST_representative_1,472.18727952317596,0.24773466661742097,-0.0075766051514616906
FIXED_TOTAL_TWIST_representative_1,545.9888941069051,0.2475815328598605,-0.006002122195451903
FIXED_TOTAL_TWIST_representative_1,631.325504552161,0.24733595584748932,-0.004678419692184799
FIXED_TOTAL_TWIST_representative_1,730.0,0.24701863510866434,-0.003586359363292879
SLOW_SHOCK_representative_0,6.999999999999991,0.1758388965859627,-0.3218560791610575
SLOW_SHOCK_representative_0,8.094081362394542,0.17614300249559653,-0.31793324311271337
SLOW_SHOCK_representative_0,9.359164728723284,0.1764891305911006,-0.3134763182529175
SLOW_SHOCK_representative_0,10.821977256905717,0.17688218221153015,-0.30842729974155686
SLOW_SHOCK_representative_0,12.513423488482637,0.17732735544788694,-0.30272690489833703
SLOW_SHOCK_representative_0,14.469238262553997,0.17783007603578666,-0.2963163474114956
SLOW_SHOCK_representative_0,16.730741678426387,0.17839589685077048,-0.2891397558405885
SLOW_SHOCK_representative_0,19.345712056912767,0.17903036125378968,-0.2811472529752665
SLOW_SHOCK_representative_0,22.369395343158498,0.17973882722552792,-0.2722986766649797
SLOW_SHOCK_representative_0,25.865672276442183,0.1805262526280214,-0.2625678365793882
SLOW_SHOCK_representative_0,29.908407985508134,0.18139694776055967,-0.2519470891942882
SLOW_SHOCK_representative_0,34.58301252205633,0.18235431023808782,-0.2404518873609307
SLOW_SHOCK_representative_0,39.98824530146206,0.18340056904160415,-0.2281248432110307
SLOW_SHOCK_representative_0,46.238301572775235,0.18453657774436216,-0.2150387631390821
SLOW_SHOCK_representative_0,53.465224998425725,0.18576170743179768,-0.20129810308276222
SLOW_SHOCK_representative_0,61.82169731371289,0.18707389151564818,-0.18703837347924204
SLOW_SHOCK_representative_0,71.48426400264603,0.18846986093631735,-0.17242319209873735
SLOW_SHOCK_representative_0,82.65706413833011,0.1899455757243954,-0.15763890042324216
SLOW_SHOCK_representative_0,95.576143187473,0.1914968108941162,-0.14288687344997303
SLOW_SHOCK_representative_0,110.51443989475435,0.19311980263588108,-0.1283738543877648
SLOW_SHOCK_representative_0,127.78755260394381,0.19481182161730587,-0.11430090081233829
SLOW_SHOCK_representative_0,147.76040683965695,0.19657152977881612,-0.100851909273285
SLOW_SHOCK_representative_0,170.85496501438675,0.19839900328545698,-0.08818311702531376
SLOW_SHOCK_representative_0,197.55914114221787,0.2002953633439053,-0.0764151856974786
SLOW_SHOCK_representative_0,228.43710889855788,0.20226203323892122,-0.06562915752693257
SLOW_SHOCK_representative_0,264.14122080215964,0.20429971260207272,-0.055866722953985815
SLOW_SHOCK_representative_0,305.42579033355867,0.2064072087577734,-0.04713419787119616
SLOW_SHOCK_representative_0,353.16302816192723,0.20858028121875097,-0.03940885879799225
SLOW_SHOCK_representative_0,408.3614691617554,0.2108106459942226,-0.03264610085668876
SLOW_SHOCK_representative_0,472.18727952317596,0.21308526816695167,-0.026786202359521116
SLOW_SHOCK_representative_0,545.9888941069051,0.2153860570214788,-0.021760018002320997
SLOW_SHOCK_representative_0,631.325504552161,0.21769006645880956,-0.0174934024081988
SLOW_SHOCK_representative_0,730.0,0.21997028073072755,-0.01391045726514023
SLOW_SHOCK_representative_1,6.999999999999991,0.18938488746271137,-0.25323145098504724
SLOW_SHOCK_representative_1,8.094081362394542,0.18964667547946337,-0.25028114740201945
SLOW_SHOCK_representative_1,9.359164728723284,0.18994472818456068,-0.24692905982380567
SLOW_SHOCK_representative_1,10.821977256905717,0.1902832814420606,-0.24313097979200518
SLOW_SHOCK_representative_1,12.513423488482637,0.19066681858556475,-0.238841266187773
SLOW_SHOCK_representative_1,14.469238262553997,0.19110000244172662,-0.23401403404997856
SLOW_SHOCK_representative_1,16.730741678426387,0.19158757613071845,-0.22860478630486666
SLOW_SHOCK_representative_1,19.345712056912767,0.19213422750781028,-0.2225725427521713
SLOW_SHOCK_representative_1,22.369395343158498,0.19274441383989552,-0.2158824905786147
SLOW_SHOCK_representative_1,25.865672276442183,0.19342214691263418,-0.20850912757384363
SLOW_SHOCK_representative_1,29.908407985508134,0.19417074493877542,-0.20043979078019386
SLOW_SHOCK_representative_1,34.58301252205633,0.1949925668454216,-0.1916783611289992
SLOW_SHOCK_representative_1,39.98824530146206,0.19588875643429307,-0.18224881993932782
SLOW_SHOCK_representative_1,46.238301572775235,0.19685903672501187,-0.17219822919662037
SLOW_SHOCK_representative_1,53.465224998425725,0.19790160468502613,-0.1615986483531376
SLOW_SHOCK_representative_1,61.82169731371289,0.1990131779350114,-0.15054751922740486
SLOW_SHOCK_representative_1,71.48426400264603,0.2001892320888396,-0.13916615958590464
SLOW_SHOCK_representative_1,82.65706413833011,0.20142443694342993,-0.1275961823483733
SLOW_SHOCK_representative_1,95.576143187473,0.20271325432520207,-0.11599385837022566
SLOW_SHOCK_representative_1,110.51443989475435,0.20405060999005323,-0.10452264785552126
SLOW_SHOCK_representative_1,127.78755260394381,0.20543251233842466,-0.09334437112528224
SLOW_SHOCK_representative_1,147.76040683965695,0.20685647811536148,-0.08260981171950982
SLOW_SHOCK_representative_1,170.85496501438675,0.20832164926266813,-0.07244988738900421
SLOW_SHOCK_representative_1,197.55914114221787,0.2098285428751935,-0.06296869679010067
SLOW_SHOCK_representative_1,228.43710889855788,0.21137845184715898,-0.05423954021480826
SLOW_SHOCK_representative_1,264.14122080215964,0.21297258355937865,-0.046304386292642524
SLOW_SHOCK_representative_1,305.42579033355867,0.21461106668523194,-0.03917643942312782
SLOW_SHOCK_representative_1,353.16302816192723,0.21629196415935328,-0.03284481188359778
SLOW_SHOCK_representative_1,408.3614691617554,0.2180104133760955,-0.027280072195903227
SLOW_SHOCK_representative_1,472.18727952317596,0.2197579922780892,-0.022439631936999327
SLOW_SHOCK_representative_1,545.9888941069051,0.22152239618980007,-0.018272349360892726
SLOW_SHOCK_representative_1,631.325504552161,0.2232875037208433,-0.014722135471926662
SLOW_SHOCK_representative_1,730.0,0.22503389715540775,-0.01173061381361487
SMIRK_WEIGHTS_representative_0,6.999999999999991,0.16847778534038577,-0.041715496023221194
SMIRK_WEIGHTS_representative_0,8.094081362394542,0.16970331450393203,-0.043598635942647124
SMIRK_WEIGHTS_representative_0,9.359164728723284,0.17107659441524362,-0.04561609085326254
SMIRK_WEIGHTS_representative_0,10.821977256905717,0.1726087977569471,-0.047749220630781825
SMIRK_WEIGHTS_representative_0,12.513423488482637,0.17431003430919303,-0.04997004792201526
SMIRK_WEIGHTS_representative_0,14.469238262553997,0.17618870285071137,-0.05224020323194495
SMIRK_WEIGHTS_representative_0,16.730741678426387,0.17825073231439328,-0.0545103314948385
SMIRK_WEIGHTS_representative_0,19.345712056912767,0.18049872939808517,-0.05672013945012225
SMIRK_WEIGHTS_representative_0,22.369395343158498,0.18293106732673506,-0.05879923940498008
SMIRK_WEIGHTS_representative_0,25.865672276442183,0.1855409725116127,-0.06066890361407118
SMIRK_WEIGHTS_representative_0,29.908407985508134,0.18831569150891916,-0.06224478558699981
SMIRK_WEIGHTS_representative_0,34.58301252205633,0.1912358475321916,-0.06344059231914917
SMIRK_WEIGHTS_representative_0,39.98824530146206,0.19427511935022138,-0.06417260892722196
SMIRK_WEIGHTS_representative_0,46.238301572775235,0.19740038869233922,-0.06436489062528611
SMIRK_WEIGHTS_representative_0,53.465224998425725,0.20057249570652208,-0.06395485344797322
SMIRK_WEIGHTS_representative_0,61.82169731371289,0.20374770442360768,-0.06289891789836494
SMIRK_WEIGHTS_representative_0,71.48426400264603,0.20687990162368433,-0.0611777830026089
SMIRK_WEIGHTS_representative_0,82.65706413833011,0.20992342942159795,-0.058800816542543266
SMIRK_WEIGHTS_representative_0,95.576143187473,0.21283629455294745,-0.055808927895582006
SMIRK_WEIGHTS_representative_0,110.51443989475435,0.215583337236185,-0.05227516406212926
SMIRK_WEIGHTS_representative_0,127.78755260394381,0.21813883414772428,-0.048302229681115166
SMIRK_WEIGHTS_representative_0,147.76040683965695,0.22048801928321657,-0.044016347412384194
SMIRK_WEIGHTS_representative_0,170.85496501438675,0.2226271798496485,-0.03955751015978448
SMIRK_WEIGHTS_representative_0,197.55914114221787,0.22456230782858558,-0.03506721160592627
SMIRK_WEIGHTS_representative_0,228.43710889855788,0.2263066624401919,-0.0306758145930347
SMIRK_WEIGHTS_representative_0,264.14122080215964,0.22787786780591618,-0.02649220521400486
SMIRK_WEIGHTS_representative_0,305.42579033355867,0.22929520513815535,-0.0225978134602349
SMIRK_WEIGHTS_representative_0,353.16302816192723,0.2305775517292065,-0.019045604866947674
SMIRK_WEIGHTS_representative_0,408.3614691617554,0.23174209873634152,-0.015863043276643923
SMIRK_WEIGHTS_representative_0,472.18727952317596,0.23280372187767362,-0.01305714285142312
SMIRK_WEIGHTS_representative_0,545.9888941069051,0.23377478198515422,-0.01061984152779999
SMIRK_WEIGHTS_representative_0,631.325504552161,0.2346651707797792,-0.008532644196680428
SMIRK_WEIGHTS_representative_0,730.0,0.23548250201066068,-0.006770213040171863
SMIRK_WEIGHTS_representative_1,6.999999999999991,0.16545734839604959,-0.1928055519522487
SMIRK_WEIGHTS_representative_1,8.094081362394542,0.1662830924041512,-0.19073727281021607
SMIRK_WEIGHTS_representative_1,9.359164728723284,0.1672143165681897,-0.1883942474395732
SMIRK_WEIGHTS_representative_1,10.821977256905717,0.16826060560168432,-0.18574798266400058
SMIRK_WEIGHTS_representative_1,12.513423488482637,0.16943122480415793,-0.18276942422667045
SMIRK_WEIGHTS_representative_1,14.469238262553997,0.17073469030084487,-0.17942966840435975
SMIRK_WEIGHTS_representative_1,16.730741678426387,0.1721782400787743,-0.17570085240281239
SMIRK_WEIGHTS_representative_1,19.345712056912767,0.17376721178870846,-0.17155719440286724
SMIRK_WEIGHTS_representative_1,22.369395343158498,0.1755043474617245,-0.16697613963936236
SMIRK_WEIGHTS_representative_1,25.865672276442183,0.17738906412062422,-0.16193955568957613
SMIRK_WEIGHTS_representative_1,29.908407985508134,0.17941675190806983,-0.15643492443666224
SMIRK_WEIGHTS_representative_1,34.58301252205633,0.18157818551940433,-0.15045650975146846
SMIRK_WEIGHTS_representative_1,39.98824530146206,0.18385915626065652,-0.1440065373739631
SMIRK_WEIGHTS_representative_1,46.238301572775235,0.18624044469477768,-0.13709648595434304
SMIRK_WEIGHTS_representative_1,53.465224998425725,0.1886982494681931,-0.1297486173034107
SMIRK_WEIGHTS_representative_1,61.82169731371289,0.19120515762383464,-0.12199782755442104
SMIRK_WEIGHTS_representative_1,71.48426400264603,0.19373167828041205,-0.1138937535051722
SMIRK_WEIGHTS_representative_1,82.65706413833011,0.19624826362840808,-0.1055028252035227
SMIRK_WEIGHTS_representative_1,95.576143187473,0.1987276187829663,-0.09690966133656678
SMIRK_WEIGHTS_representative_1,110.51443989475435,0.20114698132204273,-0.08821695135034807
SMIRK_WEIGHTS_representative_1,127.78755260394381,0.2034899743223331,-0.07954290566549532
SMIRK_WEIGHTS_representative_1,147.76040683965695,0.20574765036354958,-0.07101565497327225
SMIRK_WEIGHTS_representative_1,170.85496501438675,0.2079184770445598,-0.06276473052377676
SMIRK_WEIGHTS_representative_1,197.55914114221787,0.21000725008994156,-0.05491081096138689
SMIRK_WEIGHTS_representative_1,228.43710889855788,0.21202318383611554,-0.047555828783650556
SMIRK_WEIGHTS_representative_1,264.14122080215964,0.21397761392980935,-0.040775731167296964
SMIRK_WEIGHTS_representative_1,305.42579033355867,0.21588177337039585,-0.03461741985160249
SMIRK_WEIGHTS_representative_1,353.16302816192723,0.21774497351927244,-0.02909997713493595
SMIRK_WEIGHTS_representative_1,408.3614691617554,0.21957332498140028,-0.024218977537452252
SMIRK_WEIGHTS_representative_1,472.18727952317596,0.2213689805452566,-0.019952128939467878
SMIRK_WEIGHTS_representative_1,545.9888941069051,0.2231298298423304,-0.016264760849289683
SMIRK_WEIGHTS_representative_1,631.325504552161,0.2248496001091787,-0.013114360489491217
SMIRK_WEIGHTS_representative_1,730.0,0.22651835792506878,-0.01045396976668736
SMIRK_WEIGHTS_representative_2,6.999999999999991,0.16269805508039353,-0.37558453612503956
SMIRK_WEIGHTS_representative_2,8.094081362394542,0.1631380596574111,-0.370612197707509
SMIRK_WEIGHTS_representative_2,9.359164728723284,0.16363731459789846,-0.3649660817648345
SMIRK_WEIGHTS_representative_2,10.821977256905717,0.164202261241489,-0.358571863713253
SMIRK_WEIGHTS_representative_2,12.513423488482637,0.16483958238137206,-0.3513591705949562
SMIRK_WEIGHTS_representative_2,14.469238262553997,0.16555606458054883,-0.34326150850300663
SMIRK_WEIGHTS_representative_2,16.730741678426387,0.16635841348057331,-0.3342199478622554
SMIRK_WEIGHTS_representative_2,19.345712056912767,0.1672530181180688,-0.32418768049529395
SMIRK_WEIGHTS_representative_2,22.369395343158498,0.16824566415636705,-0.3131350263790443
SMIRK_WEIGHTS_representative_2,25.865672276442183,0.16934120247198134,-0.30105446612511116
SMIRK_WEIGHTS_representative_2,29.908407985508134,0.17054318946045668,-0.2879651753697938
SMIRK_WEIGHTS_representative_2,34.58301252205633,0.1718535290648696,-0.27391650321289385
SMIRK_WEIGHTS_representative_2,39.98824530146206,0.17327216294978576,-0.2589899085819594
SMIRK_WEIGHTS_representative_2,46.238301572775235,0.17479687118634513,-0.24329904059134738
SMIRK_WEIGHTS_representative_2,53.465224998425725,0.1764232550525652,-0.22698788086887217
SMIRK_WEIGHTS_representative_2,61.82169731371289,0.17814496771421126,-0.21022709432474918
SMIRK_WEIGHTS_representative_2,71.48426400264603,0.17995423009095912,-0.19320889213252992
SMIRK_WEIGHTS_representative_2,82.65706413833011,0.18184261598268128,-0.1761407387814501
SMIRK_WEIGHTS_representative_2,95.576143187473,0.1838020199281622,-0.15923811629022233
SMIRK_WEIGHTS_representative_2,110.51443989475435,0.18582565123156694,-0.14271637108895188
SMIRK_WEIGHTS_representative_2,127.78755260394381,0.18790885246626993,-0.12678161046938224
