candidate_id,kappa_slow,theta_slow,sigma_slow,rho_slow,v0_slow,kappa_fast,theta_fast,sigma_fast,rho_fast,v0_fast,positivity_valid,hard_bounds_valid,ordering_valid,slow_feller_gap,fast_feller_gap,slow_feller_margin,fast_feller_margin,correlation_disk_value,correlation_margin,ordering_margin,minimum_hard_bound_distance,minimum_normalized_constraint_distance,constraint_violating,accepted_hard_bound_near,accepted_feller_near,accepted_correlation_disk_near,accepted_weak_slow_fast_separation,accepted_any_boundary_near,boundary_near,weak_slow_fast_separation,correlation_disk_near,feller_near,accepted,primary_rejection_reason,rejection_reasons
52,1.3892755383179642,0.09922594882076614,0.2609942206702369,-0.13543802696188523,0.054803936232729125,2.1898992477438313,0.010638690314303761,0.33971387450839996,-0.5602169453703222,0.036577858463484374,True,True,True,0.20758638370289695,-0.06881019670096214,0.60376058628149,-0.4247521077328219,0.3321864850273829,0.6678135149726171,0.0669977999519554,0.043629749062140205,-0.4247521077328219,True,False,False,False,False,False,False,False,False,False,False,fast_feller,fast_feller
55,0.39447306245478664,0.07898767062713194,0.28939736112458225,-0.17650455713971414,0.01583650068833666,4.630255684375973,0.05121406475784083,0.33481259209793957,-0.38532874864334127,0.025708367218295527,True,True,True,-0.0214338159689624,0.3621689571026421,-0.1467387660885416,0.6176479930686555,0.17963210322212989,0.8203678967778701,0.3544587968134884,0.03673390063842935,-0.1467387660885416,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
60,1.117247299314143,0.03732504214453374,0.3340779725109645,-0.6748399430777785,0.023037158383105515,4.403376471427313,0.06481141272769374,0.4127896600043507,-0.5554929229065279,0.016318086574464638,True,True,True,-0.028205486651502965,0.40038279636367513,-0.14463558726191827,0.5402012466281483,0.763981336172457,0.236018663827543,0.27498988887976317,0.05773422005832515,-0.14463558726191827,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
63,0.38623157973205047,0.08710480879101172,0.3163199168508448,-0.3467091124669207,0.12816331893642724,3.6972821064578976,0.024612476388770135,0.48890257301481876,-0.3061565652248231,0.03551181170004865,True,True,True,-0.03277303399330407,-0.05702718880487556,-0.1958428326341956,-0.13544869931972955,0.21393905109786124,0.7860609489021387,0.27707535788500814,0.11397680668883066,-0.1958428326341956,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller;fast_feller
65,0.6224592433508287,0.06129821797381098,0.34927766662630355,0.026325199195832538,0.056035184001304014,2.033473886354398,0.05460844011898618,0.25600495142798274,-0.3747937258785437,0.04048503299359068,True,True,True,-0.04568360364645015,0.15655113875736876,-0.23036904458477506,0.5442829799771144,0.14116335307062122,0.8588366469293788,0.11807653916347863,0.1551815846515753,-0.23036904458477506,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
66,0.504477810948455,0.02644004209843568,0.42738696829565404,-0.03795996654704947,0.08351823144078774,3.532166540692537,0.014587773354982774,0.3081619135452274,0.3396695983752539,0.026129221488366213,True,True,True,-0.15598279155054273,0.00808912493549635,-0.7451296308358556,0.04085073016414291,0.1168163951206594,0.8831836048793406,0.25336307361875166,0.0635746129039534,-0.7451296308358556,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
68,1.0324351103445677,0.06593975611639934,0.17374280699892258,-0.11478258603287184,0.10068612492185904,2.3832704519707426,0.0354718872217516,0.590624985440011,0.21367784694875536,0.030350453828905777,True,True,True,0.10597047578039241,-0.1797596720435349,0.6370577206862045,-0.3470826274507973,0.05883326433304934,0.9411667356669506,0.113040614362023,0.11431634608429748,-0.3470826274507973,True,False,False,False,False,False,False,False,False,False,False,fast_feller,fast_feller
69,1.4829765508788395,0.020949450631952343,0.25260987016601344,0.14517165740388904,0.1387230595808543,2.93031846813164,0.030121360100633855,0.5794275342139174,-0.4296846485958993,0.019781953103318622,True,True,True,-0.001676658423331756,-0.15920591182895855,-0.013312430033088806,-0.3107872047223223,0.2057037073523736,0.7942962926476265,0.12111647843119669,0.06509979849776466,-0.3107872047223223,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller;fast_feller
70,0.2514260257571255,0.11218793871401737,0.43107011601191725,-0.1375085288101976,0.09377297247583134,2.4456468404095126,0.05686661222268312,0.6201191274387178,-0.442347253812182,0.05280254281794001,True,True,True,-0.12940750978102908,-0.10639643120096082,-0.5342221675095459,-0.16055015303466422,0.2145796884507239,0.7854203115492762,0.1836168045734215,0.068280008731229,-0.5342221675095459,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller;fast_feller
75,0.7226489475802396,0.06390387188384235,0.03746785828370461,-0.29261002056176966,0.056633348857492896,3.3875835084081416,0.05105477049376928,0.617854718099984,-0.03401940222579336,0.07637412700731902,True,True,True,0.09095629112195448,-0.035839855577899926,0.9700558673985037,-0.04925431509707735,0.08677794386095958,0.9132220561390404,0.22300707621990815,0.03263101335045689,-0.04925431509707735,True,False,False,False,False,False,False,False,False,False,False,fast_feller,fast_feller
78,0.30486819360554507,0.04689730482011531,0.2451344408923548,-0.6732505204949393,0.12588087334410727,2.933058730898866,0.06962781211689412,0.4224572581434448,-0.37938065121253406,0.03733715388834374,True,True,True,-0.031495900900653045,0.22997478952760708,-0.3551399422334073,0.3918365798034927,0.5971959418611531,0.4028040581388469,0.21993226253500595,0.08639599783238816,-0.3551399422334073,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
80,0.3937341238813082,0.08118125659793318,0.29405397436379965,-0.09416982757448633,0.08863269804708834,3.913307275275603,0.03845210458690213,0.2720561149515471,-0.5095474290545579,0.07473545971296602,True,True,True,-0.022540077954804366,0.22693527157663557,-0.14987212173046233,0.6052182910483909,0.26850653888151815,0.7314934611184818,0.29452494990747236,0.1165200419936638,-0.14987212173046233,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
81,0.6490325063701645,0.025002204617878644,0.30731829473340533,-0.7164717979330615,0.09380014434266727,1.6216524711227498,0.01882239903939928,0.3661532015840383,-0.13173662906626282,0.05397811967234086,True,True,True,-0.06199004722200523,-0.07302138720084075,-0.48849901733282436,-0.3742480439152079,0.5306863766711758,0.4693136233288242,0.08139079202950505,0.08164165150154548,-0.48849901733282436,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller;fast_feller
82,0.734917581985032,0.03709293353348665,0.2819818029447132,-0.13422050487048143,0.13916879194757154,2.5106819818559933,0.023510766325356675,0.5282124915971664,-0.5270415478576127,0.07226104427923152,True,True,True,-0.024993239149628033,-0.16095232149388733,-0.18646906968166124,-0.40535555506607424,0.2957879370958352,0.7042120629041648,0.14859953136995493,0.10864023396644784,-0.40535555506607424,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller;fast_feller
84,1.00373829323023,0.03420604037832797,0.33924248242521193,-0.44861839127335074,0.0448533191986599,5.4212268010305245,0.07039510607898,0.5339160093318202,-0.4608805779625108,0.09454501314033659,True,True,True,-0.04641763670700573,0.4781893664526901,-0.2526084700329648,0.45614742147426485,0.4136693681317472,0.5863306318682528,0.3696643102761753,0.11920832807480805,-0.2526084700329648,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
88,1.0104364264728882,0.02592181745472757,0.3766260941362807,-0.00937964330957608,0.06287354838113657,4.339460783937607,0.07857724027630066,0.2733177690769383,-0.5942572218907834,0.016542875055417322,True,True,True,-0.08946251759107562,0.6072631024849042,-0.4605963905734566,0.8025486145604214,0.35322962347796666,0.6467703765220334,0.278579444139307,0.05864062522345694,-0.4605963905734566,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
89,1.1798665570795142,0.0798337610132311,0.0452074375229879,-0.7194165791008127,0.11070944115979026,1.9842695287898444,0.04744248122421795,0.5313200308201597,-0.5408709051475102,0.06229455784659168,True,True,True,0.1863426570833846,-0.09402363542393544,0.9785358238885005,-0.19980443733027606,0.8101015503202029,0.18989844967979708,0.06731405621006949,0.04040948494772653,-0.19980443733027606,True,False,False,False,False,False,False,False,False,False,False,fast_feller,fast_feller
100,0.8837656215882612,0.06710203022560197,0.4020461298122523,-0.2172170978350827,0.13015498731604663,5.437949418178434,0.07538687163734831,0.3814997108047613,-0.5674701734311421,0.052162827514654835,True,True,True,-0.043036155592683575,0.6743579601731045,-0.15356562338770718,0.6984965922329094,0.36920566532586646,0.6307943346741336,0.3811032465765835,0.20133148766781991,-0.15356562338770718,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
101,1.0159315935228879,0.04958858806635162,0.4407761668308692,-0.13890979181705276,0.07194051256215275,5.753993002045462,0.016993959351658046,0.4466967797761243,-0.13277993005607497,0.08613531057589005,True,True,True,-0.0935264026565169,-0.003971766689388423,-0.3169947510882882,-0.010052452218725102,0.036926440088353094,0.9630735599116469,0.3964904944370355,0.0757270674326164,-0.3169947510882882,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller;fast_feller
102,0.29394446223247567,0.03263573156489212,0.10476882902072726,-0.5559434468872346,0.015534717602017861,3.7547232753944138,0.02267160234997279,0.44703456386593154,0.10682307308740635,0.09053112048453424,True,True,True,0.00820967759443691,-0.029588715222944567,0.27217986424855983,-0.07994981839232877,0.3204842850806968,0.6795157149193032,0.2896049216035095,0.035710907125484276,-0.07994981839232877,True,False,False,False,False,False,False,False,False,False,False,fast_feller,fast_feller
103,1.313521565086509,0.04583763341294367,0.06216512433718786,-0.04790825147535316,0.13455617043685747,1.9212134943914427,0.04236176598351396,0.41063685722087984,0.07555295568833709,0.021603002735804677,True,True,True,0.11655293727700483,-0.005850635600682441,0.9378107132601667,-0.01765458828416428,0.008003449672669504,0.9919965503273305,0.05085288111338357,0.05745238626853052,-0.01765458828416428,True,False,False,False,False,False,False,False,False,False,False,fast_feller,fast_feller
107,0.5970489456226888,0.051371295581201,0.3183631046472293,-0.45413502160613517,0.029372876852308258,2.872130755692022,0.050641655556315675,0.39612947377704555,-0.2582395550532095,0.03887984097791056,True,True,True,-0.04001271067656755,0.13398035289003302,-0.24593328003626969,0.2991851837054106,0.27292628564328447,0.7270737143567155,0.1903834150685635,0.08261992153324833,-0.24593328003626969,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
108,1.1640018445582374,0.05165793464974547,0.4419386519806242,-0.4106981996696812,0.05810995942355165,4.165439203721977,0.026404245802512986,0.17659590761898808,-0.29470776102044893,0.09535619544383098,True,True,True,-0.07504990967770606,0.18878444663322394,-0.2378236099441004,0.7516600784163993,0.25552567561760337,0.7444743243823966,0.2511663062061707,0.11477987131704886,-0.2378236099441004,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
110,0.8528675980249254,0.06878316810347126,0.375033436727927,0.018957334044703678,0.05179442875684943,2.2456699937248024,0.04219811379622035,0.20357147622778773,0.17814314823989463,0.08617449904259733,True,True,True,-0.02332420793405561,0.14808472995435254,-0.09041233490508609,0.64114985908625,0.03209436177890356,0.9679056382210964,0.11655250173220728,0.13282372991825264,-0.09041233490508609,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
112,0.27055613859842875,0.06923420778311602,0.23110919711432076,-0.4595261924024932,0.047279802968286176,1.8456394038023405,0.0588588423059125,0.3944770529052174,-0.5530468434329795,0.02763372582554085,True,True,True,-0.01594798115738366,0.06165225197517493,-0.1754937171097968,0.16534226465336693,0.5170251325351157,0.48297486746488427,0.13180613097940685,0.07476479274523008,-0.1754937171097968,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
113,0.5571684114123272,0.07278619010283535,0.2672077932984881,-0.5078526173356701,0.04921826791766006,5.258127736437862,0.023212007518545276,0.5265385589560428,0.2510855777290739,0.022266709167640307,True,True,True,0.009708327025257313,-0.033139452964172006,0.06365768088588429,-0.06356515010031578,0.32095824827823344,0.6790417517217666,0.39338571757535856,0.08172060148242058,-0.06356515010031578,True,False,False,False,False,False,False,False,False,False,False,fast_feller,fast_feller
115,0.209000169196973,0.05773951662793357,0.34340710547567865,-0.29522021653121866,0.08899080045677467,1.6943099452636174,0.034894931362469,0.3057368873400851,-0.38854367975602555,0.05149670118101537,True,True,True,-0.09379330260200479,0.02477061421304122,-0.6602206153012546,0.1169966559174902,0.23812116732709257,0.7618788326729075,0.12429370511017947,0.05389836243965187,-0.6602206153012546,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
116,0.22844530013891615,0.08483335124129865,0.40452926916193266,0.05765661252918164,0.04405280790819899,1.6729420986985348,0.012692146566156219,0.20028696887961434,0.31040746593232704,0.06935248627595714,True,True,True,-0.12488436883647025,0.0023515827237659687,-0.6170069923273038,0.02847596347127146,0.09967707987486896,0.900322920125131,0.12087839318490533,0.054000740233112215,-0.6170069923273038,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
117,0.9133771838676048,0.0567476789694978,0.4005182430913744,-0.25069816851320786,0.1430968497240504,2.6927262005286314,0.029531322742686265,0.256076765594805,-0.4700990187152858,0.07441664261993972,True,True,True,-0.05675079263263569,0.0934642230935,-0.21490087031148347,0.4161088461840575,0.28384265909295137,0.7161573409070486,0.14889949930217797,0.13904708455902154,-0.21490087031148347,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
118,0.2925644289331988,0.11361250677493509,0.3809944118846682,-0.1616647003635585,0.13469497835854308,5.553134224857172,0.05962868395475002,0.37051272918886335,-0.12890782401591488,0.05955688121192924,True,True,True,-0.07867878555878807,0.5249724888136481,-0.3717669466399289,0.6565998419218102,0.04275270243615724,0.9572472975638427,0.44021504568401454,0.08222523014684704,-0.3717669466399289,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
120,0.598357136904348,0.0676509075623688,0.043557888443423294,-0.22585880217011045,0.08938655376157394,2.9542091501881558,0.011249780957381281,0.26788302049215895,0.3492814448627565,0.07731008729914007,True,True,True,0.07906151707034968,-0.005292900984185944,0.9542027749565114,-0.0382906137518916,0.17300972624313188,0.8269902737568682,0.19714242788985842,0.03875164667680733,-0.0382906137518916,True,False,False,False,False,False,False,False,False,False,False,fast_feller,fast_feller
122,0.3679463759370306,0.062073907686355026,0.2364110903985951,-0.585056302198709,0.07875128316870986,3.363549759923756,0.048313859399035264,0.09082311922492617,0.1925579990844125,0.025684940338935217,True,True,True,-0.010210464916564459,0.31676330137948516,-0.10052644192033056,0.9504962206988066,0.3793694597538197,0.6206305402461803,0.2506781074465879,0.05740676871232519,-0.10052644192033056,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
125,0.74583417329395,0.09262350743897434,0.44349083620597085,0.17003982768266013,0.1271286575349141,5.447673357076681,0.05249089428350967,0.6300661560063949,0.30187080900488916,0.036222242654439414,True,True,True,-0.05852056760200436,0.17492313161013384,-0.1747677281260841,0.1805397496715834,0.12003952832761502,0.879960471672385,0.3934593459232411,0.1379929139291912,-0.1747677281260841,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
130,0.4594714742170644,0.0399070864850206,0.2765674269941956,-0.1621447525356674,0.12756607968161987,3.2192673990361063,0.07388268813664818,0.20731354094774007,-0.0642316366161888,0.013177243361607936,True,True,True,-0.03981720595622912,0.432717354282636,-0.3518605989386944,0.8342742921098909,0.030416623917246945,0.969583376082753,0.23094526567523363,0.045069529683902966,-0.3518605989386944,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
132,0.890906316048726,0.07486292733711557,0.4018066962714676,-0.6445461824501771,0.09446017745808676,2.6259067269279046,0.06527439929992596,0.09417324880516674,-0.39521168332982454,0.09581028780926895,True,True,True,-0.028056911563525216,0.33394036764518753,-0.09515968012213326,0.949564023602456,0.5716320559514906,0.4283679440485094,0.14518831890202333,0.059647658063656676,-0.09515968012213326,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
134,0.38359026989410977,0.11400108419438693,0.441067068922939,-0.3436961348075176,0.09490185544967206,3.222732177366834,0.05166481779045799,0.4804574701768195,-0.13789789793287016,0.019469518096428537,True,True,True,-0.10708074597958059,0.10216436081349745,-0.3797195328824877,0.18119288292639704,0.1371428633359316,0.8628571366640684,0.23758509685964221,0.07044160522753441,-0.3797195328824877,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
135,0.7386786716705573,0.05677462267596105,0.40307879603776364,-0.4015685095857373,0.04337945522067068,5.84878397177544,0.034948289630694816,0.5135152410673407,-0.15677703546653549,0.015928892443472266,True,True,True,-0.07859611008950106,0.14511208965749828,-0.31904385697267457,0.21577752570219225,0.18583630674058574,0.8141636932594143,0.4276238744857642,0.05616488888496882,-0.31904385697267457,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
137,1.4355624289622675,0.11609869208476575,0.3304423883086419,-0.6011245364447922,0.03275149163529742,4.497328152104863,0.016551460079519013,0.48369735006252557,0.07033331206884752,0.08458822453312498,True,True,True,0.22414166882597808,-0.0850884317093881,0.5065050693937789,-0.22225712036869316,0.3662974831025403,0.6337025168974597,0.2562147048654892,0.0734922226238334,-0.22225712036869316,True,False,False,False,False,False,False,False,False,False,False,fast_feller,fast_feller
140,0.6552916084274505,0.07813539170149504,0.03633750169860072,-0.6602280768086722,0.10318895684426838,2.035088687751852,0.07249645361116311,0.5822328885298459,0.09461691827024199,0.0755337945481368,True,True,True,0.1010825189766673,-0.043921711193398105,0.9745396949206282,-0.06926965606088649,0.4448534746294357,0.5551465253705643,0.11546419073844365,0.031494976581508266,-0.06926965606088649,True,False,False,False,False,False,False,False,False,False,False,fast_feller,fast_feller
141,1.111688080247987,0.02959822622200859,0.2899259778373938,-0.10382231915103424,0.1236272609600911,3.129062436264779,0.035212929893328,0.18401794538895375,-0.07107774231669728,0.014089271393007603,True,True,True,-0.018249082049988263,0.1865043081749036,-0.12177008877406185,0.7336060369804513,0.01583111940673803,0.984168880593262,0.168817937741991,0.048747062068579046,-0.12177008877406185,True,False,False,False,False,False,False,False,False,False,False,slow_feller,slow_feller
