case_id,case_type,round_trip_valid,max_abs_error,violations,kappa_slow,theta_slow,sigma_slow,rho_slow,v0_slow,kappa_fast,theta_fast,sigma_fast,rho_fast,v0_fast,z_v0_total,z_alpha_v,z_theta_total,z_alpha_theta,z_kappa_slow,z_delta_kappa,z_sigma_slow,z_sigma_fast,z_rho_slow,z_rho_fast
20,random_interior,True,1.1102230246251565e-16,,0.5139013452150875,0.09323107022672084,0.10547191215247022,0.6070687688462322,0.24373475192739183,10.192074319738841,0.03725080220086577,0.07903262813855907,0.4861490546707581,0.0882746358288843,0.3994020685568258,1.0558225325236434,-0.9507196461922931,0.9174708846537137,-1.6787980438795431,1.6776919528448837,-0.7086397180256554,-2.3705103696030467,1.5130304035883289,1.4235162386466502
21,random_interior,True,1.1102230246251565e-16,,0.17168868688218553,0.10561220155142348,0.17164334608507903,-0.00253610631968193,0.23355814360697355,7.069204557540948,0.045018417090475465,0.2026227086446601,-0.5978537770177967,0.1640812011946475,0.9415343005767398,0.2570754250290047,-0.7344333444570834,0.8496452096713155,-3.145969066779105,0.33565955584314056,2.182534716794906,-1.1025036631186584,-0.005339183882919207,-1.4805780948570137
22,random_interior,True,2.220446049250313e-16,,0.32193938780351333,0.03810206296512302,0.0834771903932026,0.7509522432608273,0.014663114418927793,1.8891223514832398,0.11269846137653133,0.2091377915524594,-0.30635465578380694,0.1303486856512646,-1.0765187414496526,-2.586434667036912,-0.7326834020138666,-1.2072143349091577,-2.2872689568707605,-1.8643385030604436,0.0702510272044129,-0.775671397374004,2.145398736770364,-1.004597597895246
23,random_interior,True,2.7755575615628914e-17,,2.835634719038053,0.22189792688650192,0.5251111807389081,0.7380817392683523,0.13291513423896253,10.993378591842857,0.026568477131444834,0.3604741765809236,-0.17470624466803542,0.02721807811656384,-0.934496899062526,1.6238059073734172,0.18077425268968383,1.9543186368070158,2.8301397587357684,2.092366835817215,0.09096188591111654,-0.12753112668719246,2.075147459983607,-0.5299326592349458
24,random_interior,True,6.938893903907228e-18,,2.2239752350230213,0.02284785921898003,0.266654293963263,-0.04407542330908598,0.0877037841572803,6.30287043351111,0.044016729838790375,0.010677685334288369,-0.36539390279802786,0.049065609808099854,-1.158246822583083,0.5637227769914676,-1.8563033174063457,-0.8561842991427815,1.0301282428784022,-0.3341387477568488,1.6132023202564232,-4.862256678356634,-0.09285702846641963,-0.8109531632893279
25,random_interior,True,1.7763568394002505e-15,,1.7600303573273963,0.07646486882295817,0.34956925713535986,-0.3335984056873118,0.2807934973681135,9.189134408989927,0.0679736666141285,0.37965919240821383,0.7043205644633148,0.10022817815065649,0.7945433024778299,2.0538640478054337,-0.7989741495443154,0.07995031210349779,0.3214242255784062,0.9719114447432775,0.7109893440834849,-0.6779730986983648,-0.7335239772384216,1.9328047161455775
26,random_interior,True,1.7763568394002505e-15,,0.7219254548447102,0.04829839199921867,0.2545861795226513,-0.6978517370034316,0.2721061104291508,6.001657605048186,0.1450502093557402,0.27517334105744357,0.4048647175162998,0.23171915127948864,2.3758055198633174,-0.42255365918299737,-0.32009961818841914,-1.1950801849673147,-1.2209384633411573,-0.12760969028512148,3.2696784467551456,-1.352064865172998,-1.8772104812830432,1.2810657454392034
27,random_interior,True,2.7755575615628914e-17,,0.6022979339543576,0.12989592483548987,0.008857572647820292,-0.5617187984447163,0.16604839786524184,9.42205985012173,0.19491462375986837,1.3987774591494717,0.2177821194282037,0.21184772768005597,0.7678238225765246,-1.2558932378778602,0.931627244951196,-3.161989642981911,-1.4681784490885983,1.2300030536752264,-4.607631554670248,2.622451468917648,-1.3592727361804542,0.5391631607781686
28,random_interior,True,2.220446049250313e-16,,0.5949218302549443,0.1616432244355671,0.4291790408787216,-0.6383775239364572,0.2030820703420936,1.2750834956111512,0.03985614649419845,0.03974425239709166,0.0906214130136127,0.210813632833001,1.0951354148021621,-0.9055356244135053,-0.2450164482442294,1.420177406014399,-1.4846953313729463,-2.758009148037771,3.812050612927964,-2.0834332081690685,-1.6286759064925487,0.2365619313064743
29,random_interior,True,1.1102230246251565e-16,,0.3247721970658493,0.04372845939771728,0.0070721345680997815,0.5652946692423693,0.09234656563554768,3.708022932292963,0.10011894562408447,0.4262426340075446,-0.6663180045351681,0.05438259214149204,-1.0599024397100343,0.5113093934341574,-0.8052171809553087,-0.9296057588260902,-2.275847435610608,-0.8964543814304532,-4.355687161956621,-0.0331341362032449,1.3708875335970911,-2.241138472368129
30,random_interior,True,4.440892098500626e-16,,0.7138064822043569,0.1282587434977293,0.2543242648887071,-0.3137787566943465,0.24908725901746148,2.8250730108049598,0.1847184353800165,0.9163312293103074,0.6329919317267645,0.039550942472991665,0.07471762516617386,1.7235451397936852,0.803363030850015,-2.0752507691154625,-1.236652829690259,-1.469191154901376,0.3621039595081009,2.1582995941861722,-0.6863151554444447,1.6094171159039932
31,random_interior,True,1.3877787807814457e-17,,0.09787291582326416,0.03879478257084076,0.030337916320571878,-0.008753278033699963,0.20482709769050428,1.1232066674392376,0.14459687909223312,0.3958122205501743,0.8537205550358145,0.1103433562749813,0.27179313692060625,0.38349160369992275,-0.4130738108663793,-1.4397151932274652,-4.104649311578403,-2.3636899799998474,-0.8073251945784132,0.8084746318280698,-0.018428475276658918,2.930351937561156
32,random_interior,True,1.1102230246251565e-16,,0.1083333573807117,0.2218631817480005,0.07701088660252381,0.8116493423055142,0.20354902071972344,4.864119728336369,0.18757965036590968,0.7036791308400364,-0.5712791569671899,0.027075242005145002,-0.356401024551664,2.069155040352088,2.2948405232046016,-0.8177427497768863,-3.9034142103347627,-0.4057756597444844,-0.6806889350698548,0.07656770577488914,2.544214315446573,-4.49764917939095
33,random_interior,True,2.7755575615628914e-17,,0.5958818396136848,0.13472886334819384,0.19293006455042286,-0.27774013400489894,0.03947519326065354,1.007356135693028,0.07308962621445286,0.017293372250718274,0.8632148979522538,0.12137641918366768,-0.9279721475542803,-1.2420416576958844,-0.1872860250706977,0.5795396970908598,-1.4825359046614794,-3.285259337412468,-0.10038817909306497,-3.3947860293236936,-0.6022854979313828,3.039421763878945
34,random_interior,True,4.440892098500626e-16,,1.5958297587813755,0.22790049205691934,0.4016328053099483,-0.09897835376016284,0.0711582137790551,3.5189893404733206,0.005399389414511761,0.022306561452809612,0.7330228672300103,0.21475571448539993,0.05462815406932475,-1.797841224133101,0.043346573358978735,4.0473534758629555,0.09611427420203011,-1.4838653750774773,-0.1289736177044546,-2.300072553008241,-0.20913440857497934,2.0485548122345385
35,random_interior,True,2.7755575615628914e-17,,0.3316839005078956,0.14110419889324707,0.02479550248240467,-0.6555337474187448,0.2228759534574026,0.6633770513752559,0.04232048767656769,0.025566014661976198,-0.031119368104097767,0.2341109877910855,1.5764786629168082,-1.5797873053606681,-0.41276272534892955,1.2165610418686892,-2.24841735603559,-3.531613584622583,-2.653441201944336,-2.330071981366225,-1.6960471289178842,-0.08246400441769686
36,random_interior,True,2.7755575615628914e-17,,2.315781219534148,0.19553302724860433,0.8268832701678865,0.6085286702558286,0.12472096919255604,8.908007648169907,0.19420662955820348,1.0776784478219468,-0.6844671835697682,0.2061122601365824,0.3903957090559709,-1.3847441589807825,1.8486807819137892,-2.240880276890648,1.197397166773949,0.7570739668949138,1.8852135198577717,0.9321470260086558,1.518233773506314,-2.6065031475173948
37,random_interior,True,1.1102230246251565e-16,,0.3717847161953547,0.1617647098520479,0.2873965001260069,-0.1837345016237757,0.0928937368348623,5.3016672114068815,0.0741111944717924,0.26113562028746007,-0.9331626320529188,0.19235375744977667,0.04971553595363276,-1.1945591546574674,0.06662422086608855,0.5571897261444421,-2.100177556806534,-0.3065455332284255,1.55864279483287,-0.892576341721057,-0.3917436180120609,-4.717107194597354
38,random_interior,True,8.881784197001252e-16,,1.5639282324796964,0.05108262349293798,0.21953220059833742,0.5895348023844411,0.01583597546401865,6.062646765541563,0.18699666322365766,1.1612837547175734,0.1941863800631205,0.12867517608641488,-1.0813883564334261,-2.458754481507628,0.08654867339772698,-2.65513178865741,0.05279630454331852,-0.27747308771517165,0.1744393572826648,1.2278037593634727,1.451840160542764,0.4904102648296905
39,random_interior,True,1.7763568394002505e-15,,0.23983566011603363,0.04620955308248351,0.10554994281586161,0.41766879751761254,0.2244181999331255,11.76785611312196,0.18802458443032227,0.08783735202020214,-0.8814103222378469,0.024799733222719535,-0.2165481009588035,2.264230662471443,0.051787078900343175,-2.743022993536059,-2.676886749254292,3.905177662947236,0.8417972571850674,-2.83599853018057,0.943597105104055,-4.187162866069614
40,random_interior,True,5.551115123125783e-17,,2.753619975480261,0.06300712172044355,0.5393071224764164,-0.6896269763005667,0.23586129048702983,7.060996474802349,0.09603564470699165,0.17728214386424707,0.3317475008762556,0.009693822379801513,-0.24388971129599557,3.4013993375662603,-0.6490144533553649,-0.48310811811071386,2.3954717266197982,-0.13683689897821272,2.3738413489306636,-1.7458242878906254,-1.8401087321277942,0.9898346267875315
41,random_interior,True,8.881784197001252e-16,,1.9001925631150338,0.15794776072666689,0.33159718754854783,0.5882850896261107,0.13187753095355645,4.640484975910497,0.18629056392829763,0.9317626373942374,0.010019414953432837,0.16765090290799808,0.155216466077448,-0.6989150871391654,1.1596016582436026,-1.904271873987088,0.5201546147410339,-0.9879330516517133,-0.30522297016081523,0.8833090945722148,1.4475671356046684,0.024781754897090447
42,random_interior,True,1.1102230246251565e-16,,0.199087534803353,0.11104601399597035,0.10118931555541105,-0.2191354380917928,0.25165138324529984,6.512052123000076,0.08965890255915972,0.6387804681153879,0.761118098033366,0.06572688537973698,0.2883781111695235,1.337981363198449,-0.25230131648497467,0.19041991859832286,-2.933166908155954,0.14004941323308273,-0.12581908575748768,0.3607693982296575,-0.46979164808147994,2.2037803318878693
43,random_interior,True,1.3877787807814457e-16,,1.0540633924220537,0.09198176764576957,0.12014000221409336,-0.858865903642305,0.08416398164107364,1.7084474668772747,0.009368624010913294,0.1442921968316646,0.26488056806274884,0.027611862765515548,-1.430907297211694,1.1284657846868547,-1.3070520074042054,2.468467542000528,-0.6616882483378572,-2.7553995280729455,-1.0228320080442552,1.3919789960305633,-2.9881233471057143,1.1448618903314645
44,random_interior,True,1.1102230246251565e-16,,2.3532291580574376,0.21899089492834156,0.9851350303878232,-0.29127385128600536,0.2195551686510753,11.169960900837834,0.0544927873713128,0.3976311698030558,-0.3240241627251117,0.07136432257659349,0.09155185830183332,0.9459757586863609,0.4118996884264623,1.5459447833649076,1.2700753528182718,2.3629325883115975,4.188682936088195,-0.5863354039297999,-0.6335855383980233,-0.7106240302317872
45,random_interior,True,2.7755575615628914e-17,,0.4562201263440904,0.06145191171596852,0.02070545491827862,0.8582471516449093,0.1483956530082356,2.1886737839470216,0.18710835008400986,0.6026068400955493,-0.5055961433231944,0.11430457347882536,-0.11652040960562648,0.18919827694631908,0.18162870257500363,-2.664361521318026,-1.8345111972782036,-1.7340045239703676,-2.6216780859883215,0.6811810893646663,2.9810146993333873,-4.892953086990488
46,random_interior,True,8.881784197001252e-16,,2.3568618523712748,0.07580544873127326,0.4896692478267535,0.6904417754398811,0.02630299301920554,6.110194357758246,0.16869456666414573,0.7636866723580276,0.41252627411290654,0.12075451781735264,-1.056740715025434,-1.718210906791436,0.14472172927810467,-1.6723715242429336,1.2772838247155345,-0.4505815500461932,1.5004270281320422,0.1211665047140722,1.8437398102725222,1.2958450022529973
47,random_interior,True,5.551115123125783e-17,,2.419935783119894,0.1513945026246379,0.4490340287655117,-0.0019913702360824237,0.28361912855423443,3.7963004686816033,0.01294509159389251,0.043240350043285275,-0.5463060260200479,0.03789099427749969,0.31952435456688144,2.560986041637209,-0.596397223050972,2.5934139509439085,1.4074793218616797,-1.785146742917838,0.08718052363867346,-1.9555193319548108,-0.004192364532130455,-1.3100975996900306
48,random_interior,True,2.220446049250313e-16,,0.48991883135991393,0.24003378657096036,0.34319553680300124,-0.11022073394634935,0.06956657220971538,1.5066583124859467,0.13348423445912877,0.2627965642944192,0.3095246376049259,0.02397881889108279,-1.6628202333170794,1.0776176068948546,1.5669925466710524,1.898238280019054,-1.7414801339937462,-2.3341498462657775,0.8693998473599036,-0.36516174098394105,-0.23309332620181167,0.676279002627541
49,random_interior,True,4.440892098500626e-16,,0.9097448664793328,0.014430990870447198,0.07811839336174553,-0.5617862329090308,0.07830749847390095,2.3386897687007653,0.0665214529335372,0.47882048545288713,-0.04661486113843705,0.05467789760780785,-1.1969552464517017,0.33046693473349953,-1.6075032789985828,-1.9229966045974172,-0.8884057326146324,-1.9111999306054204,-0.13780583394584356,1.7915812235943505,-1.3594910323742324,-0.11281344094196011
50,random_interior,True,2.220446049250313e-16,,2.224892179595801,0.09203768456616593,0.508275565613458,0.14992195240702477,0.13280549597341545,10.251028824406882,0.1404640602575403,0.7063732124971965,0.9100793431822607,0.024631069641344573,-0.9591566360272558,1.7311858204573016,0.03613706817160811,-0.8440306397436299,1.031732226915573,1.523674335645252,1.3407355888831431,-0.12357316431623744,0.31828522151144534,3.8414805187642154
51,random_interior,True,0.0,,1.5109788562306137,0.2408794739238816,0.18703182255963655,0.5072360319059357,0.1113811636462153,2.2462543650557683,0.1367235251775039,0.26603763535644387,-0.48659832584480767,0.06874035594459733,-0.7591807470734133,0.46621872122371644,1.6329665318934858,1.936986128091063,-0.019012293038067507,-2.585174987425518,-1.297340577374484,-0.6847150961774202,1.1912599669820476,-1.2791952596868705
52,random_interior,True,2.7755575615628914e-17,,2.81818316035561,0.21475773543942514,0.13702008923496545,0.8801578337718703,0.024475248085056356,10.99389013177083,0.1685973511091236,1.0266725378104382,-0.0737253814870874,0.0067507429874230414,-3.064042284659184,1.4108433060985335,1.7311543504581204,-0.11535381114841736,2.7229466804364733,2.095074690925712,-1.8774373102601145,0.769408848293673,3.2659195620166006,-0.3131657440354212
53,random_interior,True,2.220446049250313e-16,,0.06569836058604787,0.24416366331952205,0.05572326875483766,0.37692259404559003,0.08055890232051512,9.771295909445916,0.02405468358287549,0.46363208493152125,-0.6798766307784554,0.1730133878097989,-0.18414816040420934,-0.8168293294519287,0.36255037716050553,3.4060699253076194,-5.230668476040256,1.467742022631354,-0.8889819513772901,0.7255728781690791,0.8395969045735077,-1.8747505948846388
54,random_interior,True,1.1102230246251565e-16,,0.7987322105178478,0.12312341574911785,0.09919097187612971,0.05550438207355879,0.013391447191312217,5.361991872962551,0.15797062972066309,0.7299475207285185,-0.3719657736892241,0.08561888158402127,-1.589543597255135,-2.299056355227451,0.48412920117935115,-1.1048461701669998,-1.0784073510745336,-0.3747769226290365,-1.2961922900876193,0.23762744254901247,0.11698456327881723,-0.8272420482903533
55,random_interior,True,1.1102230246251565e-16,,0.3405583239542372,0.24227966408219723,0.06253317179802267,-0.28582060506305396,0.09536253128756228,3.819295940830677,0.11560231334145488,0.7973564051944765,-0.6746410624895447,0.07329718743714321,-0.858198478847917,0.23697282481352455,1.337379311280492,2.3916821162085378,-2.2140671564540653,-0.8551116181198168,-1.7873906335921295,1.716757666080251,-0.6209381998647733,-1.7749667118347887
56,random_interior,True,6.661338147750939e-16,,0.3841420088224159,0.2423404861881912,0.38811010213201996,0.9420731150748076,0.17554570503792571,6.974224080122835,0.0803324614982032,0.15039156105947332,-0.3242751344617082,0.17516716325197612,0.5450599659273181,-0.5086817571571802,0.9079477106120171,2.748768874629075,-2.057781347655606,0.27098443097831615,2.178255083571199,-1.8319804509721327,5.475168256263701,-4.081894968702164
57,random_interior,True,2.7755575615628914e-17,,2.358210679216294,0.19103854921836497,0.12558762813966615,0.23740369227003977,0.2892583608169075,9.816738097834143,0.08181734011864401,1.1860831613009586,0.605301092443199,0.16916838140907664,1.5952738221292604,2.018240506617346,0.4059908067198159,0.6953475389191459,1.2799678165577462,1.2285366131354796,-1.9213472701384073,2.675563838026121,0.5106093596214922,1.506753130190681
58,random_interior,True,3.3306690738754696e-16,,1.8211735109289393,0.0369895005212818,0.07159859561982498,0.37767953114676023,0.13283603472903704,3.6478351072390396,0.16077598496408813,0.7248625373401865,0.8668658491883867,0.048981867941564415,-0.744832769479437,1.000986725288515,-0.27931441894435594,-1.6020865689407144,0.40712288457649104,-1.5200362117900166,-1.4898341019260832,0.6980411280987378,0.8414888892816432,3.412803069679747
59,random_interior,True,4.440892098500626e-16,,1.1762405332639572,0.16711001255701624,0.6225771785042734,0.9185299364534181,0.2695901848415418,1.3813570463299403,0.035357669434354776,0.10037761617001843,0.2891997840579097,0.03379753274701787,0.18385105741707308,1.9614498936845568,-0.2361460950436025,1.5809874806436732,-0.4820148872812734,-3.946837084353606,4.94009743357978,-0.7995220521037416,4.083870540098202,1.8638947412143123
60,random_interior,True,3.552713678800501e-15,,1.112563747561922,0.19392362341208164,0.034495786261508815,-0.5434919008821804,0.23096789241442367,10.578686559709165,0.15623358017210373,1.408615582653248,-0.3072910113347842,0.24083485841762098,1.7823786537813593,-2.019164394361724,1.2345917484556879,-0.24784777640964628,-0.5745348103059811,1.8961369469739737,-3.049326540421323,2.731731770188541,-1.3012683619118381,-0.7677728428050319
61,random_interior,True,5.551115123125783e-17,,0.22633849875930384,0.20701657735179527,0.23038294671094373,-0.2538259152726384,0.1835392652304963,0.2873635980887873,0.061118031513278534,0.13721037783850046,0.09226058861820663,0.09688180128995798,0.01415173909113665,0.47857824372797314,0.36176921286890074,1.1728099032706174,-2.755518131628852,-5.257302208785387,1.0904866379968992,0.9681913821765786,-0.5476602759769241,0.19484693907494488
62,random_interior,True,2.220446049250313e-16,,1.5630276571816388,0.10786314301650174,0.4052942353087338,-0.1566934925662502,0.14907009204979205,9.958993407975361,0.043092874168398534,0.6881102810390313,-0.9253484794696646,0.07906847913195042,-0.37533158368895403,0.6256055654955456,-0.7310828455837478,0.9175646675633732,0.051574353897482994,1.4143070180483106,0.825227551940028,1.052928639498395,-0.3329223499527818,-4.331711193465738
63,random_interior,True,5.551115123125783e-17,,0.9073287253347736,0.15018322323970468,0.08202458371109303,-0.9090685790926946,0.12174607853033095,1.9599216539253643,0.17681755039939112,0.3650922964773648,-0.18366506536996507,0.15374951840684029,-0.022132786052468045,-0.45527727961811965,0.9561453478091335,-1.4599407633376886,-0.892375228834791,-2.2553378421464902,-1.7426966356898705,-0.260893825580346,-3.8159328719065315,-0.9464899858273329
64,random_interior,True,0.0,,2.901221980242306,0.22550613537491532,0.8270950566192402,0.051801181522163287,0.2817707575988652,11.268821055363432,0.18353930646844496,0.4432709050476379,0.588668515648469,0.1947107619166265,1.8540921260416345,1.109551249867819,2.2841020072408926,-0.39744733400290244,3.362627838451431,2.4374628543003327,1.5591140457639565,-0.8800964329983614,0.10916339510256345,1.4488769449869716
65,random_interior,True,2.220446049250313e-16,,0.06200807087826284,0.16640710686509272,0.09859304705235432,0.04059637429307539,0.2840708355592244,10.347395463070033,0.06331380336873996,1.0882426393309432,0.6943406627629203,0.0596267585674327,0.48984209866802514,2.4808349031686845,0.011024131816946281,0.8016827681030123,-5.499902612764024,1.8246710215216155,0.7308866022891485,2.954789116512554,0.08551813173043576,1.8612489255665494
