record_type,truth_id,truth_index,representation,noise_index,noise_level,profile_date,start_index,start_strategy,success,optimizer_status,optimizer_message,nfev,reached_cap,loss,repricing_rmse,repricing_rmse_relative,parameter_rmse_scaled,max_abs_price_error,boundary_reasons,recovered_kappa_slow,recovered_theta_slow,recovered_sigma_slow,recovered_rho_slow,recovered_v0_slow,recovered_kappa_fast,recovered_theta_fast,recovered_sigma_fast,recovered_rho_fast,recovered_v0_fast,scaled_error_kappa_slow,scaled_error_theta_slow,scaled_error_sigma_slow,scaled_error_rho_slow,scaled_error_v0_slow,scaled_error_kappa_fast,scaled_error_theta_fast,scaled_error_sigma_fast,scaled_error_rho_fast,scaled_error_v0_fast,runtime_seconds
run,case_1,0,R2,0,0.0,2026-07-01,10,deterministic_broad_10,True,1,`gtol` termination condition is satisfied.,80,False,1.2828370376659385e-16,1.1326239612801499e-08,5.776255944131112e-07,0.24683848094082317,1.9336690124105438e-08,,1.365134702031079,0.043195495040324244,0.22097418803122837,-0.16084134489572333,0.13087213142317364,11.449853939863395,0.015153107714378843,0.4316337209050789,0.008055537033146355,0.00901529933232256,0.21865578813456296,-0.07975059926208228,0.009040203754873632,0.010240283435722808,0.19595216517741842,0.6509571843413057,-0.14225437520084822,0.11293452587371533,0.05876813768535627,-0.23737847625081993,6.580746200001158
run,case_1,0,R2,0,0.0,2026-07-01,11,deterministic_broad_11,False,0,The maximum number of function evaluations is exceeded.,120,True,1.6965195583324593e-13,4.118882807670618e-07,2.486109832359395e-05,0.13396611382158724,7.003363873530483e-07,kappa_ordering_gap:near_boundary,1.3697599602641182,0.046617377352128786,0.22048217009330487,-0.42842408073402655,0.08525462224883826,1.5361525512019043,0.03474800763236661,0.16179138581530492,0.383220007265395,0.05536302263338385,0.22022367228135595,-0.06578373268328824,0.008545713365000762,-0.13059273542654204,0.041316540857637474,-0.18212696596638261,-0.04329023420091005,-0.06756201933683584,0.2562231220181188,-0.050492495198153436,11.088518799995654
run,case_1,0,R2,1,0.005,2026-07-01,0,neutral_transform_midpoint,True,1,`gtol` termination condition is satisfied.,117,False,9.60633195530725e-08,0.0003099408323423561,0.008715035785325965,0.4673567666158867,0.0007852446762992571,theta_slow:near_upper_hard_bound;rho_slow:near_upper_hard_bound;v0_slow:near_lower_hard_bound;kappa_fast:near_upper_hard_bound;fast_feller:near_boundary,2.4115570527546986,0.24999779300944008,0.07488772167742286,0.9442822971922767,0.005000023497172773,11.999999742258716,0.04302464558193806,1.016164926469557,-0.10405272956617764,0.14964467926753827,0.5733752290578239,0.7643404128567579,-0.13778036544493089,0.5918843055873018,-0.23073294643614384,0.6971879240383915,-0.0014890324353976636,0.5039252988265435,-0.00023621315639321683,0.3296754751008563,13.501885800003947
run,case_1,0,R2,1,0.005,2026-07-01,1,deterministic_broad_1,True,1,`gtol` termination condition is satisfied.,103,False,1.029863229991027e-07,0.0003209148220308665,0.00683947850232102,0.4112252184511015,0.0009129565764393333,kappa_slow:near_upper_hard_bound;rho_slow:near_lower_hard_bound;kappa_fast:near_upper_hard_bound;fast_feller:near_boundary,2.9816458605541647,0.09217246131181102,0.08565694970724066,-0.925465154821022,0.054632413372944916,11.994063699409535,0.06215246390525885,1.2198033306742486,6.961490742612427e-05,0.08991960996842616,0.7666256723796768,0.1201553855194964,-0.12695702069134518,-0.392193300735487,-0.062487557026746715,0.6966890969082082,0.09511611061167705,0.640138278227675,0.054565020777082474,0.08884858276572682,9.948686899995664
run,case_1,0,R2,1,0.005,2026-07-01,2,deterministic_broad_2,False,0,The maximum number of function evaluations is exceeded.,120,True,9.60635784707573e-08,0.0003099412500309652,0.008712026022537038,0.4672345264558421,0.0007853023599212611,theta_slow:near_upper_hard_bound;rho_slow:near_upper_hard_bound;v0_slow:near_lower_hard_bound;kappa_fast:near_upper_hard_bound;fast_feller:near_boundary,2.416080302730393,0.24957901877751532,0.07493203020641381,0.9438798856062328,0.005004868492884516,11.99994371802185,0.04302762185355912,1.0161851473982513,-0.10406208669200245,0.149633547097773,0.5749085341343305,0.7626311302774731,-0.13773583426001537,0.5916725100156999,-0.23071652272186674,0.6971832161193271,-0.0014740007605438255,0.5039388245313556,-0.0002411379594589036,0.3296305873195447,12.172116000001552
run,case_1,0,R2,1,0.005,2026-07-01,3,deterministic_broad_3,False,0,The maximum number of function evaluations is exceeded.,120,True,9.606371920922933e-08,0.00030994147707144544,0.008711771514420883,0.4671626874511107,0.0007853093942629397,theta_slow:near_upper_hard_bound;rho_slow:near_upper_hard_bound;v0_slow:near_lower_hard_bound;kappa_fast:near_upper_hard_bound;fast_feller:near_boundary,2.4189572720631194,0.24931944938864234,0.07495944824164667,0.9436380375190526,0.005007844709309621,11.99990894143514,0.04302925755734385,1.0161953292848585,-0.1040689123245064,0.14962653709303947,0.5758837779759327,0.7615716633841141,-0.13770827844571099,0.5915452215487627,-0.2307064338526291,0.6971802937170825,-0.0014657396303179027,0.5039456351578488,-0.0002447303976189086,0.3296023211714257,12.841569899996102
run,case_1,0,R2,1,0.005,2026-07-01,4,deterministic_broad_4,False,0,The maximum number of function evaluations is exceeded.,120,True,1.0788532226564767e-07,0.0003284590115458056,0.005865329657346868,0.3376632096879292,0.0009568452519481963,kappa_slow:near_upper_hard_bound;theta_slow:near_lower_hard_bound;kappa_ordering_gap:near_boundary;slow_feller:near_boundary;fast_feller:near_boundary,2.9999430403672447,0.005107449332733586,0.1742474422569012,-0.7791153993409852,0.11529382073354616,3.001177953926976,0.11542169334456906,0.8271652514706956,0.35167021716138375,0.024714833126295646,0.7728281062146192,-0.23521201031347272,-0.037921349787163716,-0.3151671136407308,0.1431443323312236,-0.05901558758612452,0.3641526229314256,0.3775041115363352,0.23961796933179702,-0.17407390450092847,12.144396899995627
run,case_1,0,R2,1,0.005,2026-07-01,5,deterministic_broad_5,False,0,The maximum number of function evaluations is exceeded.,120,True,9.606689016510506e-08,0.00030994659243989935,0.00870773226190674,0.4655719524069709,0.0007854208044017902,rho_slow:near_upper_hard_bound;v0_slow:near_lower_hard_bound;kappa_fast:near_upper_hard_bound;fast_feller:near_boundary,2.513402997796815,0.2412366264048809,0.07563898077792586,0.9388388369309657,0.0050655265736070775,11.999201010105972,0.043076435386852484,1.016568743213965,-0.10424789103055528,0.14944445767478834,0.6078992782246431,0.7285805491646795,-0.1370253311730686,0.5890193265024013,-0.23051090210924788,0.6971208036894214,-0.0012274677641126996,0.5041954103612645,-0.0003389297165919958,0.32886812996880016,12.582952700002352
run,case_1,0,R2,1,0.005,2026-07-01,6,deterministic_broad_6,False,-1,ValueError: array must not contain infs or NaNs,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,4.527990800001135
run,case_1,0,R2,1,0.005,2026-07-01,7,deterministic_broad_7,False,0,The maximum number of function evaluations is exceeded.,120,True,1.28322965428424e-07,0.0003582219499534109,0.00963259319263132,0.4302085986556124,0.001027824815609868,theta_slow:near_upper_hard_bound;sigma_slow:near_lower_hard_bound;v0_slow:near_lower_hard_bound;kappa_fast:near_upper_hard_bound;fast_feller:near_boundary,2.394065592296843,0.24676135419503833,0.010347812854407916,-9.041651461443109e-07,0.00510981082155368,11.999375370764632,0.044460505667167666,1.0327666707736265,-9.87704328839461e-12,0.14908630917039806,0.5674459204280423,0.7511304585122609,-0.20264459541781024,0.09489314697813184,-0.23036078601451362,0.6971354558456113,0.0057627861768730915,0.5150301445148844,0.05452838134692295,0.32742398277367807,13.396975200004817
run,case_1,0,R2,1,0.005,2026-07-01,8,deterministic_broad_8,False,0,The maximum number of function evaluations is exceeded.,120,True,1.0376616546694107e-07,0.0003221275608620614,0.006741712384524933,0.41579637504479977,0.0009106826450084038,kappa_slow:near_upper_hard_bound;theta_slow:near_lower_hard_bound;rho_slow:near_lower_hard_bound;kappa_fast:near_upper_hard_bound,2.9942021212590166,0.005741149602031452,0.10373041165036251,-0.938298214359711,0.055067232472219556,11.997128147425505,0.09748565787352664,1.1315878255639302,5.557084518511169e-05,0.08454284261092905,0.7708820319406435,-0.23262547860205288,-0.10879273733142371,-0.3989475425979549,-0.061013593978358094,0.6969466135482056,0.2735665851988881,0.5811312513980307,0.05455762916537665,0.06716806922743207,11.066146900004242
run,case_1,0,R2,1,0.005,2026-07-01,9,deterministic_broad_9,True,1,`gtol` termination condition is satisfied.,82,False,9.606331868953971e-08,0.0003099408309492954,0.008715063909572971,0.46735724136068024,0.0007852439372428716,theta_slow:near_upper_hard_bound;rho_slow:near_upper_hard_bound;v0_slow:near_lower_hard_bound;kappa_fast:near_upper_hard_bound;fast_feller:near_boundary,2.4115352732082664,0.24999961271173873,0.07488775687264909,0.9442836892602745,0.005000003554701552,11.999999945748888,0.04302470671201997,1.016165704992947,-0.1040526653918263,0.14964472183520425,0.5733678461607282,0.764347840213079,-0.13778033007284424,0.591885038254669,-0.23073301403774119,0.6971879411384059,-0.0014887236976102447,0.5039258195779748,-0.0002361793804188106,0.3296756467446707,8.027752499998314
run,case_1,0,R2,1,0.005,2026-07-01,10,deterministic_broad_10,False,0,The maximum number of function evaluations is exceeded.,120,True,9.606332971008072e-08,0.0003099408487277544,0.008714647972388296,0.4673511737381331,0.0007852519395589036,theta_slow:near_upper_hard_bound;rho_slow:near_upper_hard_bound;v0_slow:near_lower_hard_bound;kappa_fast:near_upper_hard_bound;fast_feller:near_boundary,2.4117430498875154,0.24997981152961726,0.07488946481097397,0.9442655363876575,0.005000230948113382,11.999997346227966,0.0430247430680809,1.0161654377199918,-0.1040530206547355,0.1496442256715799,0.5734382789333551,0.7642670190615626,-0.1377786135519147,0.5918754841111864,-0.23073224321261634,0.6971877226912696,-0.0014885400811408822,0.5039256408000785,-0.0002363663608973554,0.3296736460848951,12.985308000002988
run,case_1,0,R2,1,0.005,2026-07-01,11,deterministic_broad_11,False,0,The maximum number of function evaluations is exceeded.,120,True,9.606358521508845e-08,0.0003099412609109804,0.008713580725466396,0.4672175362062197,0.0007852742092922665,theta_slow:near_upper_hard_bound;rho_slow:near_upper_hard_bound;v0_slow:near_lower_hard_bound;kappa_fast:near_upper_hard_bound;fast_feller:near_boundary,2.4169101054340363,0.24950861335291769,0.07494016666557353,0.9438190269811878,0.005005628112710124,11.9999350778881,0.04302827007849125,1.016190499312429,-0.10406448873955172,0.14963155762055386,0.575189823186413,0.7623437611974828,-0.1377276569141262,0.5916404791604128,-0.23071394773940704,0.6971824900576674,-0.0014707268972502519,0.50394240440706,-0.0002424021950111488,0.32962256523398364,11.903976899993722
run,case_1,0,R2,2,0.01,2026-07-01,0,neutral_transform_midpoint,False,0,The maximum number of function evaluations is exceeded.,120,True,2.1932803394248695e-07,0.000468324709942244,0.011377634059926839,0.45107756268288324,0.001207264043924225,kappa_slow:near_upper_hard_bound;theta_slow:near_upper_hard_bound;v0_slow:near_lower_hard_bound;kappa_fast:near_upper_hard_bound,2.994595372247052,0.24966245286123454,0.23931058741005987,-0.8072247498931355,0.005285201766695622,11.972705984472515,0.027080966770536494,0.19808569950197902,0.49648816458173106,0.14804181345990083,0.7710153373603167,0.7629716775579598,0.027468745844151515,-0.32996150866817836,-0.22976624043776128,0.6948943309471141,-0.08201266279601163,-0.043284886436050496,0.3158379416582956,0.32321230652167315,13.38616020000336
run,case_1,0,R2,2,0.01,2026-07-01,1,deterministic_broad_1,False,0,The maximum number of function evaluations is exceeded.,120,True,2.2611186619306776e-07,0.0004755122145571739,0.009541589417965377,0.3434211915066345,0.0012344781980698494,kappa_slow:near_upper_hard_bound;theta_slow:near_lower_hard_bound;v0_fast:near_lower_hard_bound;kappa_ordering_gap:near_boundary,2.9976457672340895,0.005220969597088282,0.08851567717803349,0.46788659227193874,0.13766478541917268,3.05446428096645,0.11367647759840752,0.3688114743659266,-0.8238955312130486,0.0020381155507883937,0.7720493695593124,-0.23474866229569846,-0.12408392775587498,0.3411497240502818,0.21897811092656772,-0.05453774497776537,0.3553384019912158,0.07091295628230909,-0.37910084560211477,-0.2655122818215222,13.313134600000922
run,case_1,0,R2,2,0.01,2026-07-01,2,deterministic_broad_2,True,1,`gtol` termination condition is satisfied.,117,False,2.1953030285657524e-07,0.0004685406096130572,0.011255907144703325,0.4430013722817367,0.001209877261248396,kappa_slow:near_upper_hard_bound;theta_slow:near_upper_hard_bound;kappa_fast:near_upper_hard_bound;theta_fast:near_lower_hard_bound,2.9968852918012194,0.24984340553125506,0.15861434563324975,-0.7486160869977984,0.04389081659424291,11.99154528271841,0.004176990429961862,0.30918046637346125,0.5830117944671889,0.10767471314722125,0.7717915812769836,0.7637102598845742,-0.05363300468530588,-0.29911484398642196,-0.09889974949692301,0.6964774652534919,-0.19768931098073197,0.03102599441443929,0.3613766942295892,0.16044174074473933,12.71385829999781
run,case_1,0,R2,2,0.01,2026-07-01,3,deterministic_broad_3,False,0,The maximum number of function evaluations is exceeded.,120,True,2.1933704024592322e-07,0.00046833432529115696,0.011369048568548281,0.450620743007281,0.0012073774132406456,kappa_slow:near_upper_hard_bound;theta_slow:near_upper_hard_bound;v0_slow:near_lower_hard_bound;kappa_fast:near_upper_hard_bound,2.994892827007758,0.2496708255995174,0.23794038539837156,-0.8098074261218483,0.005320230053665613,11.945274016117835,0.026932639452090727,0.19982989291081946,0.49130964657407183,0.1479617861889306,0.7711161694825898,0.7630058519999305,0.026091658395218542,-0.33132081194644825,-0.2296475004819308,0.6925891235223511,-0.08276179066694983,-0.04211820188164217,0.3131124058647907,0.32288961591292215,12.62247650000063
run,case_1,0,R2,2,0.01,2026-07-01,4,deterministic_broad_4,False,0,The maximum number of function evaluations is exceeded.,120,True,2.3113213459008968e-07,0.00048076203530446294,0.008810336405336086,0.22116159304238378,0.0012526737616019024,theta_slow:near_lower_hard_bound;sigma_slow:near_lower_hard_bound;theta_fast:near_lower_hard_bound;sigma_fast:near_lower_hard_bound,0.12315510632865859,0.006233214088873112,0.015260089884284442,-0.37806152032852974,0.014897590034034174,0.46131656503044455,0.004440968982221236,0.007362302190624561,0.5304162177706331,0.1249039835448405,-0.20235424430693538,-0.23061705212514813,-0.19770763357873836,-0.10408612468680689,-0.197181873429834,-0.2724493177454969,-0.196356085969321,-0.17085906523963204,0.33369481175771776,0.22991460525126856,13.818592499999795
run,case_1,0,R2,2,0.01,2026-07-01,5,deterministic_broad_5,False,0,The maximum number of function evaluations is exceeded.,120,True,2.2610992585221414e-07,0.0004755101742888517,0.009541514444833653,0.3440383279770336,0.0012344612251244252,kappa_slow:near_upper_hard_bound;theta_slow:near_lower_hard_bound;v0_fast:near_lower_hard_bound;kappa_ordering_gap:near_boundary,2.994202087033338,0.005247920180524829,0.08846265806103422,0.46716155485863037,0.13769836187782492,2.996671948031397,0.11524138455984795,0.36852335806015174,-0.8240943940679339,0.0020345031409680467,0.7708820203387186,-0.2346386599143248,-0.12413721330059788,0.3407681254116985,0.21909192943047362,-0.05939424354373618,0.3632419725035412,0.07072023634533595,-0.37920551026258076,-0.26552684799015264,13.706732799997553
run,case_1,0,R2,2,0.01,2026-07-01,6,deterministic_broad_6,True,1,`gtol` termination condition is satisfied.,95,False,2.195512186315789e-07,0.00046856292921183904,0.011248624731036773,0.44243174218423253,0.0012100150543614963,kappa_slow:near_upper_hard_bound;theta_slow:near_upper_hard_bound;kappa_fast:near_upper_hard_bound;theta_fast:near_lower_hard_bound,2.993133085770227,0.249656859948146,0.1591586325859914,-0.7464479231417555,0.04387008981932315,11.982312942664343,0.004318746621329439,0.30832168232729823,0.5835770027143027,0.10766632180702124,0.7705196470291895,0.7629488493412717,-0.05308598262224895,-0.2979737051148204,-0.0989700097508883,0.6957016383581921,-0.19697337062028966,0.03045155692536705,0.36167417225438603,0.16040790469554572,10.038930700000492
run,case_1,0,R2,2,0.01,2026-07-01,7,deterministic_broad_7,False,0,The maximum number of function evaluations is exceeded.,120,True,2.1933699780674794e-07,0.00046833427998252267,0.011367905787623825,0.45064594262099367,0.0012074149185064553,kappa_slow:near_upper_hard_bound;theta_slow:near_upper_hard_bound;v0_slow:near_lower_hard_bound;kappa_fast:near_upper_hard_bound,2.9931343371918535,0.24956557440472443,0.23781790730660768,-0.8105706215295321,0.005292852778766494,11.962529211628073,0.027110369719433605,0.20025231338160424,0.4898799983582904,0.1480118503402525,0.7705200712399103,0.7625762552864899,0.02596856483565685,-0.331722493739966,-0.22974030480362273,0.6940391399517828,-0.08186416305410701,-0.04183564638278947,0.31235995943543216,0.323091487490833,14.921693200005393
run,case_1,0,R2,2,0.01,2026-07-01,8,deterministic_broad_8,False,0,The maximum number of function evaluations is exceeded.,120,True,2.262030410026492e-07,0.0004756080749973125,0.009533156116633667,0.3379598054283999,0.0012326929954427773,kappa_slow:near_upper_hard_bound;theta_slow:near_lower_hard_bound;v0_fast:near_lower_hard_bound,2.989431851303007,0.00553834539399063,0.08797464041193824,0.4706943014903092,0.13747231612088645,3.3613439878470452,0.105056538553445,0.37317170083416795,-0.817954046049208,0.0020587516248153264,0.7692649912775894,-0.2334532508797705,-0.1246276832996893,0.3426274657441611,0.21832567262729236,-0.028749534315530456,0.3118033563095869,0.0738294957259488,-0.3759737481474618,-0.26542907184560716,12.48404219999793
run,case_1,0,R2,2,0.01,2026-07-01,9,deterministic_broad_9,False,0,The maximum number of function evaluations is exceeded.,120,True,2.26128368960307e-07,0.00047552956686236345,0.009537950539874298,0.3425620165566513,0.0012344992140143202,kappa_slow:near_upper_hard_bound;theta_slow:near_lower_hard_bound;v0_fast:near_lower_hard_bound;kappa_ordering_gap:near_boundary,2.993375580983155,0.005288752373653399,0.08869934800483734,0.4658324025831521,0.13764600168216196,3.0722540639391953,0.11293994524266876,0.3682998372048805,-0.8242301417543453,0.002045275855067987,0.7706018487962837,-0.23447199790155512,-0.12389933396009223,0.3400685715824994,0.2189144372417856,-0.053042805232156515,0.35161854160869677,0.07057072406756254,-0.37927695641332354,-0.2654834096268464,13.306519200006733
run,case_1,0,R2,2,0.01,2026-07-01,10,deterministic_broad_10,False,0,The maximum number of function evaluations is exceeded.,120,True,2.1932735369841596e-07,0.0004683239836890867,0.011370373260375691,0.4509878438110099,0.0012073664711276522,kappa_slow:near_upper_hard_bound;theta_slow:near_upper_hard_bound;v0_slow:near_lower_hard_bound;kappa_fast:near_upper_hard_bound,2.994761715844398,0.24967296638943032,0.2373930340713848,-0.8115228197151725,0.00528038698819232,11.972944395971687,0.027071649549687986,0.20046867387398337,0.48955342559409826,0.14805218449506632,0.7710717250204339,0.7630145899179426,0.025541556559050937,-0.33222365067977677,-0.22978256172082331,0.6949143655268765,-0.0820597194669637,-0.04169092364541213,0.31218807903322576,0.32325412521185654,14.474053300000378
run,case_1,0,R2,2,0.01,2026-07-01,11,deterministic_broad_11,False,0,The maximum number of function evaluations is exceeded.,120,True,2.1953299947991003e-07,0.00046854348728790374,0.01125712573635105,0.44296251757382016,0.0012098357145850364,kappa_slow:near_upper_hard_bound;theta_slow:near_upper_hard_bound;kappa_fast:near_upper_hard_bound;theta_fast:near_lower_hard_bound,2.996483231520644,0.24982298371917153,0.15916946365493131,-0.746515043585441,0.04390308780801928,11.990409141479287,0.004184698712265435,0.30805639864815937,0.5854755650201409,0.10765698656126116,0.7716552896564495,0.7636269055495393,-0.05307509712582692,-0.29800903166412857,-0.09885815216208788,0.696381991199784,-0.19765038026202705,0.03027410964835109,0.36267341557324817,0.16037026257554537,15.282565800000157
run,case_1,0,R2,3,0.02,2026-07-01,0,neutral_transform_midpoint,False,0,The maximum number of function evaluations is exceeded.,120,True,6.861955552923764e-07,0.0008283692143557583,0.015543204050452472,0.35776362851788635,0.0016436073350236946,kappa_slow:near_lower_hard_bound;sigma_slow:near_lower_hard_bound;rho_slow:near_lower_hard_bound;theta_fast:near_lower_hard_bound;sigma_fast:near_lower_hard_bound,0.06611562979476932,0.24019768431169994,0.023056319850035797,-0.9427129958203475,0.11996049359800483,11.039197316989853,0.002643701427103488,0.006485308522464272,-0.00729495002649369,0.02520331701817828,-0.22168966008113514,0.7243399691925123,-0.18987222657798322,-0.4012711117877636,0.158963562380236,0.616448224435966,-0.20543319483355205,-0.17144568307786637,0.05068893396975621,-0.17210421138849846,15.053437399998074
